t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0,-0,0,-0.0167188,0,-8.56072e-05,0.448077,-0.696475,-0.00762893,-1.13199,1.19921,-0.0015134,-17.4659,-0.502732,0.00914233,-2.4948,0,8.56072e-05,-0.0103804,-0,0,0.0265485,0,-8.56072e-05,-0.681106,-0.696475,-0.00762893,-1.05762,1.19921,-0.0015134,-17.9392,-0.502732,0.00914233,-2.55388,0,8.56072e-05,-0.0106685,-1.63497,-1.6122,0.00707469,0.00697327,0,0,0,0,True,True
0.005,-0,0,-0.0126758,-4.28036e-07,-0.000322482,0.357523,-0.696514,-0.00402394,-1.15582,1.1992,-0.000798272,-17.2621,-0.502686,0.00482221,-2.44822,4.28036e-07,0.000322482,-0.0185419,-0,0,0.0302452,-4.28036e-07,-0.000322482,-0.778441,-0.696514,-0.00402394,-1.02122,1.1992,-0.000798272,-18.1163,-0.502686,0.00482221,-2.55391,4.28036e-07,0.000322482,-0.0194821,-1.60927,-1.57726,0.00397057,0.00343764,-1.67313e-07,1.67561e-07,0,0,True,True
0.01,-0,0,-0.00320242,-3.22482e-06,-0.000941417,0.219757,-0.696516,-0.000494391,-0.917356,1.1992,-9.81342e-05,-16.3306,-0.502684,0.000592525,-1.26437,3.22482e-06,0.000941417,-0.0309439,-0,0,0.0181979,-3.22482e-06,-0.000941417,-0.934598,-0.696516,-0.000494391,-0.669219,1.1992,-9.81342e-05,-17.7312,-0.502684,0.000592525,-1.35459,3.22482e-06,0.000941417,-0.0336537,-0.843505,-0.80225,0.00126478,-0.000359666,-1.07527e-06,1.26227e-06,0,0,True,True
0.015,-0,0,0.000223748,-9.8422e-06,-0.00177639,0.149314,-0.696518,-0.000434849,-0.695855,1.1992,-8.63747e-05,-15.6292,-0.502681,0.000521224,-0.258042,9.8422e-06,0.00177639,-0.0372948,-0,0,0.00222475,-9.8422e-06,-0.00177639,-1.01848,-0.696518,-0.000434849,-0.373325,1.1992,-8.63747e-05,-17.279,-0.502681,0.000521224,-0.272798,9.8422e-06,0.00177639,-0.0413006,-0.190129,-0.145867,0.0019295,-0.00113875,-2.32476e-06,3.85189e-06,0,0,True,True
0.02,-0,0,0.000139212,-2.09887e-05,-0.00271037,0.120552,-0.69652,-1.19668e-05,-0.755676,1.1992,-2.58128e-06,-15.6745,-0.502679,1.45481e-05,-0.449865,2.09887e-05,0.00271037,-0.0399199,-0,0,0.00576918,-2.09887e-05,-0.00271037,-1.0536,-0.69652,-1.19668e-05,-0.413668,1.1992,-2.58128e-06,-17.4571,-0.502679,1.45481e-05,-0.485446,2.09887e-05,0.00271037,-0.0445431,-0.316901,-0.268771,0.00234612,-0.00233933,-2.98185e-06,8.21332e-06,0,0,True,True
0.025,-0,0,6.3142e-05,-3.69459e-05,-0.00367741,0.114396,-0.696519,0.000649091,-0.787481,1.1992,0.000128352,-15.7257,-0.50268,-0.000777442,-0.566755,3.69459e-05,0.00367741,-0.0405371,-0,0,0.00796617,-3.69459e-05,-0.00367741,-1.06119,-0.696519,0.000649091,-0.442978,1.1992,0.000128352,-17.5421,-0.50268,-0.000777442,-0.615088,3.69459e-05,0.00367741,-0.0453075,-0.393583,-0.344229,0.0025727,-0.00378852,-2.37649e-06,1.44566e-05,0,0,True,True
0.03,-0,0,-7.14516e-05,-5.77628e-05,-0.0046425,0.119879,-0.696514,0.00143909,-0.800574,1.1992,0.000284671,-15.7706,-0.502686,-0.00172376,-0.6279,5.77628e-05,0.0046425,-0.040131,-0,0,0.00904658,-5.77628e-05,-0.0046425,-1.05445,-0.696514,0.00143909,-0.461723,1.1992,0.000284671,-17.568,-0.502686,-0.00172376,-0.681896,5.77628e-05,0.0046425,-0.0447919,-0.433275,-0.384119,0.0026794,-0.00535499,-1.35138e-07,2.26007e-05,0,0,True,True
0.035,-0,0,-0.000240916,-8.33709e-05,-0.0055888,0.130757,-0.696504,0.00229155,-0.803113,1.1992,0.000453102,-15.8083,-0.502698,-0.00274466,-0.655466,8.33709e-05,0.0055888,-0.0392612,-0,0,0.0094452,-8.33709e-05,-0.0055888,-1.04112,-0.696504,0.00229155,-0.473423,1.1992,0.000453102,-17.5618,-0.502698,-0.00274466,-0.710792,8.33709e-05,0.0055888,-0.0436996,-0.450774,-0.402496,0.00271276,-0.00696266,3.93319e-06,3.26189e-05,0,0,True,True
0.04,-0,0,-0.00041251,-0.000113651,-0.00650974,0.143578,-0.696491,0.00316738,-0.800024,1.1992,0.000625801,-15.839,-0.502714,-0.00379318,-0.663354,0.000113651,0.00650974,-0.0382366,-0,0,0.00946174,-0.000113651,-0.00650974,-1.02551,-0.696491,0.00316738,-0.480541,1.1992,0.000625801,-17.5396,-0.502714,-0.00379318,-0.717681,0.000113651,0.00650974,-0.0424206,-0.455336,-0.408199,0.00270308,-0.00856965,9.91054e-06,4.44645e-05,0,0,True,True
0.045,-0,0,-0.000567195,-0.000148468,-0.00740422,0.156555,-0.696473,0.00404446,-0.794196,1.19921,0.000798304,-15.8637,-0.502736,-0.00484277,-0.660131,0.000148468,0.00740422,-0.0372169,-0,0,0.00928193,-0.000148468,-0.00740422,-1.0098,-0.696473,0.00404446,-0.48474,1.19921,0.000798304,-17.5105,-0.502736,-0.00484277,-0.712362,0.000148468,0.00740422,-0.0411541,-0.452647,-0.406692,0.00266974,-0.0101545,1.78163e-05,5.80849e-05,0,0,True,True
0.05,-0,0,-0.000698332,-0.000187693,-0.00827373,0.168866,-0.69645,0.00491101,-0.787261,1.19921,0.000968198,-15.8837,-0.502762,-0.00587921,-0.650977,0.000187693,0.00827373,-0.0362755,-0,0,0.00901348,-0.000187693,-0.00827373,-0.994992,-0.69645,0.00491101,-0.487124,1.19921,0.000968198,-17.4796,-0.502762,-0.00587921,-0.700704,0.000187693,0.00827373,-0.0399895,-0.446132,-0.401293,0.00262492,-0.0117075,2.76354e-05,7.3429e-05,0,0,True,True
