t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0,-0,0,-0.0108335,0,-7.94801e-05,0.459211,-0.552046,-0.00466892,-0.919959,1.0064,-0.000910408,-14.6275,-0.454349,0.00557933,-1.65028,0,7.94801e-05,-0.0107174,-0,0,0.017066,0,-7.94801e-05,-0.691899,-0.552046,-0.00466892,-0.848405,1.0064,-0.000910408,-15.0642,-0.454349,0.00557933,-1.69288,0,7.94801e-05,-0.0110267,-0.832678,-0.817606,0.00563585,0.00552281,0,0,0,0,True,True
0.005,-0,0,-0.00829749,-3.974e-07,-0.00029884,0.369823,-0.55207,-0.00245907,-0.945582,1.00639,-0.000479512,-14.4459,-0.454321,0.00293859,-1.62204,3.974e-07,0.00029884,-0.0190755,-0,0,0.0194277,-3.974e-07,-0.00029884,-0.788778,-0.55207,-0.00245907,-0.816607,1.00639,-0.000479512,-15.2318,-0.454321,0.00293859,-1.69817,3.974e-07,0.00029884,-0.0200785,-0.824432,-0.797607,0.00315109,0.00272608,-1.05724e-07,1.64102e-07,0,0,True,True
0.01,-0,0,-0.0021792,-2.9884e-06,-0.00086947,0.235381,-0.552071,-0.000285239,-0.812601,1.00639,-5.56543e-05,-13.7498,-0.45432,0.000340893,-0.865554,2.9884e-06,0.00086947,-0.0316589,-0,0,0.0117806,-2.9884e-06,-0.00086947,-0.943297,-0.552071,-0.000285239,-0.581802,1.00639,-5.56543e-05,-15.0406,-0.45432,0.000340893,-0.931235,2.9884e-06,0.00086947,-0.0345222,-0.455037,-0.410516,0.000959182,-0.000277397,-6.72033e-07,1.23393e-06,0,0,True,True
0.015,-0,0,0.000156353,-9.0921e-06,-0.00163414,0.168732,-0.552073,-0.000220012,-0.682763,1.00639,-4.29886e-05,-13.2472,-0.454318,0.000263001,-0.22638,9.0921e-06,0.00163414,-0.0379202,-0,0,0.00173474,-9.0921e-06,-0.00163414,-1.02415,-0.552073,-0.000220012,-0.390277,1.00639,-4.29886e-05,-14.768,-0.454318,0.000263001,-0.239333,9.0921e-06,0.00163414,-0.0421023,-0.139853,-0.0865272,0.00142506,-0.000899061,-1.40862e-06,3.75372e-06,0,0,True,True
0.02,-0,0,6.51355e-05,-1.93298e-05,-0.00248404,0.143021,-0.552073,7.99296e-05,-0.724212,1.00639,1.53781e-05,-13.2711,-0.454317,-9.53078e-05,-0.355509,1.93298e-05,0.00248404,-0.0403707,-0,0,0.00408494,-1.93298e-05,-0.00248404,-1.05617,-0.552073,7.99296e-05,-0.414885,1.00639,1.53781e-05,-14.9035,-0.454317,-9.53078e-05,-0.383919,1.93298e-05,0.00248404,-0.045143,-0.206141,-0.149368,0.00167111,-0.00186175,-1.68082e-06,7.97971e-06,0,0,True,True
0.025,-0,0,-2.14305e-05,-3.39325e-05,-0.00335951,0.138842,-0.552072,0.000530448,-0.744677,1.00639,0.000102982,-13.3073,-0.454319,-0.00063343,-0.432527,3.39325e-05,0.00335951,-0.0408262,-0,0,0.00550112,-3.39325e-05,-0.00335951,-1.06142,-0.552072,0.000530448,-0.433837,1.00639,0.000102982,-14.9623,-0.454319,-0.00063343,-0.470024,3.39325e-05,0.00335951,-0.0457074,-0.244972,-0.187555,0.00175553,-0.00302245,-1.04195e-06,1.40071e-05,0,0,True,True
0.03,-0,0,-0.000136356,-5.2925e-05,-0.00423,0.145332,-0.552068,0.00106038,-0.7518,1.00639,0.000205882,-13.3427,-0.454323,-0.00126626,-0.47167,5.2925e-05,0.00423,-0.0403033,-0,0,0.00617132,-5.2925e-05,-0.00423,-1.0533,-0.552068,0.00106038,-0.44663,1.00639,0.000205882,-14.9749,-0.454323,-0.00126626,-0.512941,5.2925e-05,0.00423,-0.0450438,-0.264178,-0.207492,0.00174168,-0.00427432,7.51197e-07,2.18461e-05,0,0,True,True
0.035,-0,0,-0.000263077,-7.62325e-05,-0.00508153,0.156482,-0.552061,0.00162725,-0.751706,1.00639,0.000315728,-13.3742,-0.454331,-0.00194297,-0.488397,7.62325e-05,0.00508153,-0.0393639,-0,0,0.00639809,-7.62325e-05,-0.00508153,-1.03939,-0.552061,0.00162725,-0.455139,1.00639,0.000315728,-14.9634,-0.454331,-0.00194297,-0.530314,7.62325e-05,0.00508153,-0.043862,-0.271883,-0.216514,0.00167046,-0.0055566,3.81892e-06,3.14658e-05,0,0,True,True
0.04,-0,0,-0.000382554,-0.00010374,-0.00590922,0.169093,-0.552052,0.00220652,-0.747974,1.00639,0.000427679,-13.4009,-0.454343,-0.00263419,-0.492231,0.00010374,0.00590922,-0.0383072,-0,0,0.00638286,-0.00010374,-0.00590922,-1.02377,-0.552052,0.00220652,-0.460748,1.00639,0.000427679,-14.9408,-0.454343,-0.00263419,-0.533175,0.00010374,0.00590922,-0.0425404,-0.273059,-0.219172,0.00156777,-0.00683646,8.20956e-06,4.28188e-05,0,0,True,True
0.045,-0,0,-0.000485372,-0.000135325,-0.00671278,0.181572,-0.552039,0.00278465,-0.742639,1.0064,0.000539038,-13.4231,-0.454358,-0.00332369,-0.488973,0.000135325,0.00671278,-0.0372815,-0,0,0.00624768,-0.000135325,-0.00671278,-1.00842,-0.552039,0.00278465,-0.46444,1.0064,0.000539038,-14.9141,-0.454358,-0.00332369,-0.528225,0.000135325,0.00671278,-0.0412642,-0.270711,-0.218261,0.00144962,-0.00809745,1.39308e-05,5.58542e-05,0,0,True,True
