t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0,-0,0,-0.0103174,0,-8.61885e-05,0.449708,-0.552046,-0.00468819,-0.913941,1.0064,-0.000914167,-14.5874,-0.454349,0.00560236,-1.61116,0,8.61885e-05,-0.0116056,-0,0,0.0169113,0,-8.61885e-05,-0.701989,-0.552046,-0.00468819,-0.836134,1.0064,-0.000914167,-15.0601,-0.454349,0.00560236,-1.65623,0,8.61885e-05,-0.0119693,-0.813743,-0.797422,0.00566365,0.00554107,0,0,0,0,True,True
0.005,-0,0,-0.00748788,-4.30943e-07,-0.000324019,0.353187,-0.55207,-0.00253167,-0.934844,1.00639,-0.000493673,-14.3741,-0.454321,0.00302534,-1.55222,4.30943e-07,0.000324019,-0.020631,-0,0,0.0190215,-4.30943e-07,-0.000324019,-0.807308,-0.55207,-0.00253167,-0.794302,1.00639,-0.000493673,-15.2239,-0.454321,0.00302534,-1.63112,4.30943e-07,0.000324019,-0.0218094,-0.790619,-0.761606,0.00325576,0.00279493,-1.49928e-07,1.77953e-07,0,0,True,True
0.01,-0,0,-0.00145851,-3.24019e-06,-0.000942489,0.208509,-0.552072,-0.000497177,-0.795231,1.00639,-9.7e-05,-13.6313,-0.454319,0.000594177,-0.751776,3.24019e-06,0.000942489,-0.0341734,-0,0,0.01034,-3.24019e-06,-0.000942489,-0.975545,-0.552072,-0.000497177,-0.543033,1.00639,-9.7e-05,-15.0238,-0.454319,0.000594177,-0.812537,3.24019e-06,0.000942489,-0.0375347,-0.399917,-0.351859,0.00126439,-7.6038e-05,-1.00504e-06,1.33789e-06,0,0,True,True
0.015,-0,0,0.000496972,-9.85583e-06,-0.00177084,0.137142,-0.552075,-0.000619947,-0.6623,1.00639,-0.000121022,-13.1063,-0.454315,0.000740969,-0.0921075,9.85583e-06,0.00177084,-0.0408786,-0,0,-0.000683616,-9.85583e-06,-0.00177084,-1.06353,-0.552075,-0.000619947,-0.342426,1.00639,-0.000121022,-14.7442,-0.454315,0.000740969,-0.0908635,9.85583e-06,0.00177084,-0.045783,-0.0747967,-0.0173108,0.00200023,-0.000518298,-2.42491e-06,4.06903e-06,0,0,True,True
0.02,-0,0,0.000439972,-2.09486e-05,-0.00269102,0.109795,-0.552078,-0.000530325,-0.702041,1.00639,-0.00010371,-13.1206,-0.454311,0.000634036,-0.211277,2.09486e-05,0.00269102,-0.043486,-0,0,0.00148847,-2.09486e-05,-0.00269102,-1.09821,-0.552078,-0.000530325,-0.363633,1.00639,-0.00010371,-14.8771,-0.454311,0.000634036,-0.224523,2.09486e-05,0.00269102,-0.0490769,-0.136215,-0.0750614,0.00254763,-0.00127959,-3.84804e-06,8.64796e-06,0,0,True,True
0.025,-0,0,0.000392451,-3.6766e-05,-0.00363843,0.105506,-0.55208,-0.00029759,-0.721945,1.00639,-5.86268e-05,-13.155,-0.454309,0.000356217,-0.285861,3.6766e-05,0.00363843,-0.0439568,-0,0,0.00290357,-3.6766e-05,-0.00363843,-1.10371,-0.55208,-0.00029759,-0.381941,1.00639,-5.86268e-05,-14.935,-0.454309,0.000356217,-0.308477,3.6766e-05,0.00363843,-0.0496705,-0.173839,-0.112021,0.00294351,-0.00223115,-4.8569e-06,1.51768e-05,0,0,True,True
0.03,-0,0,0.000311008,-5.73329e-05,-0.00458009,0.112601,-0.552081,1.50065e-05,-0.729139,1.00639,1.83801e-06,-13.1925,-0.454308,-1.68445e-05,-0.326546,5.73329e-05,0.00458009,-0.0433838,-0,0,0.00365288,-5.73329e-05,-0.00458009,-1.09466,-0.552081,1.50065e-05,-0.395472,1.00639,1.83801e-06,-14.9475,-0.454308,-1.68445e-05,-0.353734,5.73329e-05,0.00458009,-0.0489291,-0.19378,-0.132765,0.00324004,-0.00327386,-5.21334e-06,2.36656e-05,0,0,True,True
0.035,-0,0,0.000210347,-8.25669e-05,-0.00550099,0.12464,-0.55208,0.000368806,-0.729434,1.00639,7.00914e-05,-13.2279,-0.454309,-0.000438898,-0.346703,8.25669e-05,0.00550099,-0.0423693,-0,0,0.00398828,-8.25669e-05,-0.00550099,-1.07937,-0.55208,0.000368806,-0.405322,1.00639,7.00914e-05,-14.9366,-0.454309,-0.000438898,-0.375491,8.25669e-05,0.00550099,-0.0476285,-0.203148,-0.143556,0.0034728,-0.00435082,-4.78994e-06,3.40804e-05,0,0,True,True
0.04,-0,0,0.000109907,-0.000112343,-0.00639594,0.138196,-0.552077,0.000740812,-0.726229,1.00639,0.000141597,-13.2591,-0.454312,-0.000882409,-0.354692,0.000112343,0.00639594,-0.0412336,-0,0,0.00408546,-0.000112343,-0.00639594,-1.06228,-0.552077,0.000740812,-0.412449,1.00639,0.000141597,-14.9148,-0.454312,-0.000882409,-0.383438,0.000112343,0.00639594,-0.046182,-0.206345,-0.148347,0.00366564,-0.00543081,-3.52587e-06,4.63696e-05,0,0,True,True
0.045,-0,0,2.04843e-05,-0.000146526,-0.00726474,0.151571,-0.552073,0.00111779,-0.721456,1.00639,0.000213729,-13.2856,-0.454318,-0.00133152,-0.35569,0.000146526,0.00726474,-0.040135,-0,0,0.00405479,-0.000146526,-0.00726474,-1.04555,-0.552073,0.00111779,-0.417626,1.00639,0.000213729,-14.889,-0.454318,-0.00133152,-0.383587,0.000146526,0.00726474,-0.0447903,-0.206074,-0.149616,0.00383426,-0.00649782,-1.39924e-06,6.04776e-05,0,0,True,True
0.05,-0,0,-5.45617e-05,-0.00018499,-0.00810945,0.16404,-0.552066,0.0014925,-0.716166,1.00639,0.000285029,-13.308,-0.454326,-0.00177753,-0.352866,0.00018499,0.00810945,-0.0391406,-0,0,0.0039615,-0.00018499,-0.00810945,-1.03007,-0.552066,0.0014925,-0.421444,1.00639,0.000285029,-14.8628,-0.454326,-0.00177753,-0.379574,0.00018499,0.00810945,-0.043536,-0.203965,-0.148901,0.00398882,-0.00754462,1.59002e-06,7.63521e-05,0,0,True,True
0.055,-0,0,-0.000115981,-0.000227621,-0.00893289,0.175402,-0.552058,0.00186128,-0.710894,1.00639,0.000354745,-13.3269,-0.454336,-0.00221603,-0.348115,0.000227621,0.00893289,-0.0382689,-0,0,0.00384234,-0.000227621,-0.00893289,-1.01605,-0.552058,0.00186128,-0.424343,1.00639,0.000354745,-14.8378,-0.454336,-0.00221603,-0.373543,0.000227621,0.00893289,-0.0424394,-0.200979,-0.147136,0.00413575,-0.00856881,5.43049e-06,9.3946e-05,0,0,True,True
0.06,-0,0,-0.000166163,-0.000274319,-0.0097379,0.185711,-0.552047,0.00222257,-0.705882,1.0064,0.000422534,-13.3431,-0.454348,-0.00264511,-0.342539,0.000274319,0.0097379,-0.0375144,-0,0,0.00371696,-0.000274319,-0.0097379,-1.00342,-0.552047,0.00222257,-0.426638,1.0064,0.000422534,-14.8146,-0.454348,-0.00264511,-0.366713,0.000274319,0.0097379,-0.0414913,-0.197663,-0.144876,0.00427896,-0.00957049,1.01054e-05,0.000113219,0,0,True,True
0.065,-0,0,-0.000207774,-0.000325,-0.010527,0.19513,-0.552035,0.00257598,-0.701211,1.0064,0.000488281,-13.3573,-0.454362,-0.00306426,-0.336747,0.000325,0.010527,-0.0368614,-0,0,0.00359516,-0.000325,-0.010527,-0.991939,-0.552035,0.00257598,-0.428555,1.0064,0.000488281,-14.7933,-0.454362,-0.00306426,-0.359744,0.000325,0.010527,-0.0406706,-0.194311,-0.142436,0.00442076,-0.010551,1.55961e-05,0.000134135,0,0,True,True
0.07,-0,0,-0.000243165,-0.000379589,-0.0113023,0.203847,-0.552022,0.00292171,-0.696882,1.0064,0.000551993,-13.3701,-0.454378,-0.0034737,-0.331053,0.000379589,0.0113023,-0.0362919,-0,0,0.00348121,-0.000379589,-0.0113023,-0.981372,-0.552022,0.00292171,-0.430247,1.0064,0.000551993,-14.7735,-0.454378,-0.0034737,-0.352963,0.000379589,0.0113023,-0.0399541,-0.191066,-0.139987,0.00456242,-0.0115119,2.18838e-05,0.000156663,0,0,True,True
0.075,-0,0,-0.000274178,-0.000438023,-0.0120654,0.212038,-0.552006,0.00326026,-0.692858,1.0064,0.000613734,-13.3819,-0.454397,-0.00387399,-0.325601,0.000438023,0.0120654,-0.0357894,-0,0,0.00337646,-0.000438023,-0.0120654,-0.971492,-0.552006,0.00326026,-0.431816,1.0064,0.000613734,-14.7552,-0.454397,-0.00387399,-0.346509,0.000438023,0.0120654,-0.0393202,-0.18799,-0.137611,0.00470457,-0.0124552,2.89509e-05,0.000180779,0,0,True,True
0.08,-0,0,-0.000302161,-0.000500243,-0.0128178,0.219849,-0.551989,0.00359224,-0.689094,1.00641,0.000673588,-13.393,-0.454417,-0.00426583,-0.320435,0.000500243,0.0128178,-0.0353398,-0,0,0.00328078,-0.000500243,-0.0128178,-0.962112,-0.551989,0.00359224,-0.433328,1.00641,0.000673588,-14.7379,-0.454417,-0.00426583,-0.34042,0.000500243,0.0128178,-0.0387515,-0.185094,-0.135341,0.00484747,-0.0133823,3.67808e-05,0.000206457,0,0,True,True
0.085,-0,0,-0.000328053,-0.000566201,-0.0135604,0.227394,-0.55197,0.00391826,-0.685544,1.00641,0.000731643,-13.4036,-0.454439,-0.0046499,-0.315551,0.000566201,0.0135604,-0.0349325,-0,0,0.0031934,-0.000566201,-0.0135604,-0.95309,-0.55197,0.00391826,-0.434824,1.00641,0.000731643,-14.7215,-0.454439,-0.0046499,-0.33468,0.000566201,0.0135604,-0.0382343,-0.182369,-0.133183,0.00499117,-0.0142948,4.53585e-05,0.000233677,0,0,True,True
