t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0,-0,0,-0.0130199,0,0,0.573885,-0.552046,-0.00472149,-0.859235,1.0064,-0.000920662,-14.7856,-0.454349,0.00564215,-1.56824,0,0,1.21629e-20,-0,0,0.0130199,0,0,-0.573885,-0.552046,-0.00472149,-0.859235,1.0064,-0.000920662,-14.7856,-0.454349,0.00564215,-1.56824,0,0,1.21629e-20,-0.784118,-0.784118,0.00564215,0.00564215,0,0,0,0,True,True
0.005,-0,0,-0.0121662,0,0,0.573885,-0.55207,-0.00265711,-0.836021,1.00639,-0.00051814,-14.7301,-0.454321,0.00317525,-1.4734,0,0,5.55344e-17,-0,0,0.0121662,0,0,-0.573885,-0.55207,-0.00265711,-0.836021,1.00639,-0.00051814,-14.7301,-0.454321,0.00317525,-1.4734,0,0,-5.54879e-17,-0.736702,-0.736702,0.00317525,0.00317525,-2.26302e-07,-8.86907e-26,0,0,True,True
0.01,-0,0,-0.00424374,0,0,0.573885,-0.552073,-0.00086345,-0.620605,1.00639,-0.000168435,-14.2105,-0.454317,0.00103189,-0.581203,0,0,4.29706e-20,-0,0,0.00424374,0,0,-0.573885,-0.552073,-0.00086345,-0.620605,1.00639,-0.000168435,-14.2105,-0.454317,0.00103189,-0.581203,0,0,4.29706e-20,-0.290601,-0.290601,0.00103189,0.00103189,-1.58045e-06,-6.84871e-25,0,0,True,True
0.015,-0,0,0.00227814,0,0,0.573885,-0.552079,-0.00131133,-0.443271,1.00639,-0.000255838,-13.7828,-0.454311,0.00156717,0.153088,0,0,5.79178e-20,-0,0,-0.00227814,0,0,-0.573885,-0.552079,-0.00131133,-0.443271,1.00639,-0.000255838,-13.7828,-0.454311,0.00156717,0.153088,0,0,5.79178e-20,0.076544,0.076544,0.00156717,0.00156717,-4.18119e-06,-2.17919e-24,0,0,True,True
0.02,-0,0,0.00132238,0,0,0.573885,-0.552086,-0.0015858,-0.469259,1.00639,-0.000309439,-13.8456,-0.454302,0.00189523,0.0450145,0,0,5.55798e-17,-0,0,-0.00132238,0,0,-0.573885,-0.552086,-0.0015858,-0.469259,1.00639,-0.000309439,-13.8456,-0.454302,0.00189523,0.0450145,0,0,-5.54425e-17,0.0225073,0.0225073,0.00189523,0.00189523,-7.59414e-06,-4.85133e-24,0,0,True,True
0.025,-0,0,0.00066121,0,0,0.573885,-0.552095,-0.00173059,-0.487236,1.00639,-0.000337762,-13.8892,-0.454292,0.00206835,-0.0299307,0,0,7.61037e-20,-0,0,-0.00066121,0,0,-0.573885,-0.552095,-0.00173059,-0.487236,1.00639,-0.000337762,-13.8892,-0.454292,0.00206835,-0.0299307,0,0,7.61037e-20,-0.0149653,-0.0149653,0.00206835,0.00206835,-1.14531e-05,-8.89907e-24,0,0,True,True
0.03,-0,0,0.000257803,0,0,0.573885,-0.552103,-0.00179539,-0.498205,1.00638,-0.000350485,-13.9158,-0.454281,0.00214587,-0.0758694,0,0,8.11965e-20,-0,0,-0.000257803,0,0,-0.573885,-0.552103,-0.00179539,-0.498205,1.00638,-0.000350485,-13.9158,-0.454281,0.00214587,-0.0758694,0,0,8.11965e-20,-0.0379347,-0.0379347,0.00214587,0.00214587,-1.55298e-05,-1.44599e-23,0,0,True,True
0.035,-0,0,1.9689e-05,0,0,0.573885,-0.552112,-0.00181226,-0.50468,1.00638,-0.000353858,-13.9317,-0.45427,0.00216612,-0.1032,0,0,5.55957e-17,-0,0,-1.9689e-05,0,0,-0.573885,-0.552112,-0.00181226,-0.50468,1.00638,-0.000353858,-13.9317,-0.45427,0.00216612,-0.1032,0,0,-5.54266e-17,-0.0515999,-0.0515999,0.00216612,0.00216612,-1.96859e-05,-2.16268e-23,0,0,True,True
0.04,-0,0,-0.000114224,0,0,0.573885,-0.552122,-0.00180155,-0.508321,1.00638,-0.000351847,-13.9406,-0.454259,0.0021534,-0.118793,0,0,5.55978e-17,-0,0,0.000114224,0,0,-0.573885,-0.552122,-0.00180155,-0.508321,1.00638,-0.000351847,-13.9406,-0.454259,0.0021534,-0.118793,0,0,-5.54245e-17,-0.0593964,-0.0593964,0.0021534,0.0021534,-2.384e-05,-3.04604e-23,0,0,True,True
0.045,-0,0,-0.000183693,0,0,0.573885,-0.552131,-0.00177597,-0.51021,1.00638,-0.000346927,-13.9454,-0.454249,0.00212289,-0.127121,0,0,5.55989e-17,-0,0,0.000183693,0,0,-0.573885,-0.552131,-0.00177597,-0.51021,1.00638,-0.000346927,-13.9454,-0.454249,0.00212289,-0.127121,0,0,-5.54234e-17,-0.0635607,-0.0635607,0.00212289,0.00212289,-2.79471e-05,-4.09976e-23,0,0,True,True
