iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,ep_tracking_lin_vel,ep_tracking_ang_vel,ep_lin_vel_z,ep_ang_vel_xy,ep_orientation,ep_base_height,ep_torques,ep_torque_limits,ep_dof_vel,ep_dof_acc,ep_action_rate,ep_dof_pos_limits,ep_alive,ep_hip_pos,ep_contact,ep_feet_swing_height,ep_contact_no_vel,ep_stand_still,ep_termination,ep_length_s,unstable_resets
3251,869.5,7393,2.92,0.41,0.0238,0.04592,-0.00817,-0.09006,0.01497,2e-05,0.27605,0.63062,0.31142,-0.02165,-0.01681,-0.00936,-0.00235,-0.02418,-0.00204,-0.0214,-0.01176,-0.02669,-0.00297,0.1164,-0.0182,0.24935,-0.01915,-0.01242,-0.01306,-0.05227,15.52038,0
3252,873.0,6987,3.03,0.49,0.02689,0.02264,-0.00876,-0.08217,0.01354,8e-05,0.27627,0.68934,0.33239,-0.01779,-0.01681,-0.00751,-0.00172,-0.02529,-0.00174,-0.02349,-0.01311,-0.02853,-0.00221,0.12326,-0.01633,0.26659,-0.01894,-0.01244,-0.02817,-0.02712,16.4353,0
3253,876.6,6895,3.09,0.47,0.0278,0.02237,-0.00938,-0.06976,0.01494,8e-05,0.27651,0.70315,0.34216,-0.01978,-0.01886,-0.00921,-0.00187,-0.02715,-0.00247,-0.0253,-0.01382,-0.03009,-0.00224,0.12914,-0.02094,0.27754,-0.01978,-0.01454,-0.01084,-0.02985,17.21914,0
3254,880.0,7183,2.99,0.43,0.02797,0.01933,-0.00788,-0.05849,0.01408,5e-05,0.27668,0.60607,0.29243,-0.01823,-0.01607,-0.00776,-0.0019,-0.02307,-0.00203,-0.02197,-0.01187,-0.02572,-0.00487,0.11012,-0.01653,0.23715,-0.01656,-0.0129,-0.01654,-0.04912,14.68246,0
3255,883.3,7361,2.95,0.39,0.02885,0.02575,-0.00801,-0.04931,0.01492,2e-05,0.27685,0.70305,0.33867,-0.01794,-0.01659,-0.00914,-0.00206,-0.02617,-0.0021,-0.02255,-0.01282,-0.02928,-0.00189,0.1264,-0.0176,0.26937,-0.02198,-0.0129,-0.05517,-0.03509,16.85351,0
3256,886.8,7138,2.99,0.45,0.02937,0.01682,-0.00512,-0.0432,0.01208,2e-05,0.27696,0.64612,0.32168,-0.01889,-0.01737,-0.00817,-0.00182,-0.02499,-0.00217,-0.02255,-0.01301,-0.0282,-0.00287,0.1199,-0.01965,0.25782,-0.01844,-0.01196,-0.014,-0.03846,15.98615,0
3257,890.2,7145,3.04,0.4,0.02946,0.00628,-0.00808,-0.03963,0.01213,0.00011,0.27699,0.72097,0.3507,-0.01621,-0.01746,-0.00798,-0.00135,-0.02684,-0.002,-0.02346,-0.01352,-0.03003,-0.0016,0.12964,-0.01737,0.2822,-0.02001,-0.01271,-0.02172,-0.01429,17.28571,0
3258,893.6,7220,3.0,0.4,0.02917,0.01867,-0.00654,-0.03355,0.01423,8e-05,0.27716,0.57655,0.28231,-0.01709,-0.01531,-0.00819,-0.00131,-0.02082,-0.002,-0.01844,-0.01117,-0.02427,-0.00441,0.10455,-0.01549,0.22334,-0.01804,-0.01057,-0.03768,-0.03627,13.93961,0
3259,897.0,7204,3.01,0.4,0.02999,0.00999,-0.00861,-0.02419,0.01462,0.00011,0.27733,0.66399,0.32375,-0.01542,-0.01458,-0.00695,-0.00107,-0.02406,-0.00198,-0.01946,-0.01175,-0.02688,-0.00143,0.11825,-0.01528,0.25337,-0.0199,-0.01078,-0.03945,-0.00455,15.76636,0
3260,900.3,7380,2.88,0.45,0.02642,0.10684,-0.00859,-0.01644,0.01514,0.00011,0.27755,0.73186,0.35494,-0.01587,-0.01716,-0.0086,-0.00144,-0.02692,-0.00176,-0.02362,-0.01337,-0.03041,-0.00109,0.13121,-0.01772,0.2828,-0.02032,-0.01173,-0.03113,-0.01905,17.49405,0
3261,903.6,7666,2.8,0.4,0.02437,0.05579,-0.0083,-0.00632,0.0156,3e-05,0.27771,0.75309,0.36055,-0.01856,-0.01839,-0.008,-0.00181,-0.02727,-0.00191,-0.02492,-0.01425,-0.03112,-0.00179,0.13327,-0.01867,0.28903,-0.0213,-0.01341,-0.04386,-0.02639,17.76958,0
3262,906.9,7259,2.89,0.5,0.02549,0.026,-0.00965,0.00276,0.01478,8e-05,0.27801,0.60003,0.29074,-0.01566,-0.01562,-0.00904,-0.00192,-0.02219,-0.00174,-0.02038,-0.01188,-0.02568,-0.00187,0.10896,-0.01659,0.23411,-0.01664,-0.01114,-0.01492,-0.06937,14.52848,0
3263,910.3,7252,3.01,0.38,0.02791,0.02028,-0.00566,0.01328,0.01325,3e-05,0.27813,0.6042,0.29362,-0.01578,-0.01479,-0.00752,-0.00149,-0.02228,-0.00183,-0.01954,-0.01135,-0.02519,-0.00172,0.10939,-0.01655,0.23386,-0.01801,-0.01056,-0.0325,-0.02593,14.58481,0
3264,913.9,6802,3.13,0.48,0.02938,0.01784,-0.00674,0.01788,0.01426,0.00011,0.27828,0.74292,0.36015,-0.01547,-0.01735,-0.00738,-0.00118,-0.02743,-0.00157,-0.0252,-0.01412,-0.03129,-0.00157,0.13341,-0.01641,0.28982,-0.01982,-0.01373,-0.03267,-0.00476,17.7881,0
3265,917.4,7185,3.01,0.41,0.0293,0.03592,-0.0056,0.02621,0.01658,2e-05,0.27842,0.72618,0.3458,-0.01656,-0.01756,-0.00808,-0.00116,-0.02544,-0.00173,-0.02356,-0.01398,-0.02996,-0.00211,0.12892,-0.01773,0.27726,-0.02101,-0.01182,-0.05129,-0.00778,17.18883,0
3266,920.8,7238,2.96,0.43,0.02858,0.01391,-0.00754,0.03536,0.01311,0.00011,0.2788,0.51772,0.25118,-0.0147,-0.01391,-0.00737,-0.00179,-0.01997,-0.00164,-0.01836,-0.01005,-0.02244,-0.0029,0.09476,-0.01407,0.2032,-0.01508,-0.01121,-0.0099,-0.05556,12.63481,0
3267,924.1,7389,2.95,0.38,0.02956,0.01574,-0.00735,0.05217,0.01489,8e-05,0.27913,0.66901,0.31978,-0.01837,-0.01755,-0.0083,-0.00143,-0.02452,-0.00192,-0.02193,-0.01287,-0.02813,-0.00226,0.11961,-0.01881,0.25745,-0.01938,-0.0119,-0.03199,-0.02054,15.94862,0
3268,927.6,7080,3.03,0.44,0.02936,0.01498,-0.00728,0.0661,0.01421,8e-05,0.27944,0.61754,0.29849,-0.01365,-0.01471,-0.00696,-0.00125,-0.02283,-0.00157,-0.02027,-0.01151,-0.02598,-0.0027,0.11054,-0.01493,0.23757,-0.01763,-0.01041,-0.03188,-0.02368,14.73825,0
3269,931.0,7229,2.97,0.43,0.02895,0.01712,-0.00787,0.07867,0.0152,5e-05,0.27966,0.57699,0.28238,-0.01556,-0.01554,-0.00717,-0.00152,-0.02237,-0.00187,-0.02116,-0.01186,-0.02507,-0.00287,0.10613,-0.01543,0.22851,-0.01626,-0.01214,-0.02155,-0.02619,14.15119,0
3270,934.4,7140,3.03,0.41,0.02817,0.08529,-0.00798,0.08766,0.01092,0.00011,0.27985,0.61962,0.29645,-0.01647,-0.0158,-0.00752,-0.00182,-0.02338,-0.00205,-0.02103,-0.01144,-0.02622,-0.00349,0.11059,-0.0169,0.23746,-0.01777,-0.01123,-0.01566,-0.02889,14.74533,0
3271,937.4,8255,2.57,0.41,0.02342,0.05682,-0.00952,0.09809,0.01504,8e-05,0.28008,0.60445,0.29719,-0.0177,-0.01628,-0.00872,-0.00191,-0.0227,-0.00202,-0.02063,-0.01195,-0.02617,-0.00409,0.11133,-0.01741,0.23786,-0.01828,-0.01134,-0.03586,-0.04524,14.84357,0
3272,940.7,7306,2.92,0.44,0.02514,0.0385,-0.00837,0.10804,0.01473,3e-05,0.28026,0.70573,0.34157,-0.01598,-0.01675,-0.00835,-0.00169,-0.02667,-0.00209,-0.02395,-0.01357,-0.03008,-0.00214,0.12691,-0.01778,0.27209,-0.01936,-0.01351,-0.03931,-0.02045,16.92129,0
3273,944.1,7240,2.92,0.47,0.02595,0.04037,-0.00844,0.11715,0.01352,5e-05,0.28051,0.66398,0.32048,-0.01672,-0.01658,-0.00871,-0.00194,-0.02469,-0.00214,-0.02226,-0.01313,-0.02879,-0.002,0.12045,-0.01756,0.25782,-0.01913,-0.01264,-0.02807,-0.05833,16.0603,0
3274,947.5,7330,2.97,0.39,0.02719,0.02635,-0.00712,0.12873,0.01625,1e-05,0.28072,0.64702,0.31808,-0.01882,-0.0174,-0.0094,-0.0019,-0.02505,-0.00239,-0.02295,-0.01306,-0.02854,-0.00312,0.11985,-0.02121,0.25659,-0.01877,-0.01237,-0.01686,-0.05,15.97982,0
3275,951.0,7080,3.01,0.46,0.0288,0.02603,-0.00509,0.13548,0.01135,3e-05,0.28089,0.62259,0.3042,-0.01518,-0.01557,-0.00796,-0.00152,-0.02328,-0.00211,-0.02038,-0.01192,-0.02675,-0.00263,0.11287,-0.01521,0.24118,-0.01923,-0.01196,-0.05165,-0.03333,15.04967,0
3276,954.4,7227,3.01,0.39,0.02921,0.00516,-0.00603,0.1454,0.01271,0.00011,0.28106,0.62233,0.30271,-0.01615,-0.01582,-0.0072,-0.00159,-0.02402,-0.00223,-0.02164,-0.01254,-0.02681,-0.00386,0.11336,-0.01609,0.24174,-0.01746,-0.01259,-0.03798,-0.03704,15.11444,0
3277,957.8,7248,2.99,0.4,0.02984,0.00496,-0.00673,0.15267,0.01473,0.00011,0.2811,0.54282,0.26626,-0.01536,-0.01301,-0.00752,-0.00148,-0.02061,-0.00181,-0.01797,-0.01005,-0.0234,-0.0019,0.09927,-0.01494,0.21122,-0.01611,-0.01014,-0.03275,-0.04,13.236,0
3278,961.2,7136,3.02,0.42,0.03039,0.00866,-0.00512,0.15699,0.01285,8e-05,0.28116,0.7456,0.35311,-0.01729,-0.01805,-0.00807,-0.00124,-0.02706,-0.00214,-0.02396,-0.01487,-0.03142,-0.00068,0.13254,-0.01864,0.28503,-0.02128,-0.0115,-0.01729,0.0,17.67167,0
3279,964.6,7191,3.05,0.36,0.03006,0.0216,-0.00563,0.1626,0.01235,5e-05,0.28128,0.65831,0.32018,-0.01558,-0.01596,-0.00783,-0.00132,-0.02388,-0.00183,-0.02056,-0.01233,-0.0281,-0.00184,0.11831,-0.01582,0.25432,-0.02008,-0.01121,-0.04497,-0.01333,15.77422,0
3280,968.1,7013,3.0,0.5,0.02987,0.02139,-0.00749,0.17264,0.01284,5e-05,0.28153,0.66265,0.31317,-0.014,-0.01534,-0.00637,-0.00124,-0.02397,-0.00155,-0.0216,-0.01212,-0.02753,-0.00139,0.11663,-0.01572,0.25372,-0.01733,-0.01156,-0.0172,-0.00889,15.55133,0
3281,971.3,7612,2.82,0.41,0.02496,0.13673,-0.00843,0.18292,0.01259,5e-05,0.28175,0.69925,0.34077,-0.01672,-0.01726,-0.00832,-0.00196,-0.02653,-0.0018,-0.02361,-0.01324,-0.0303,-0.00155,0.12693,-0.01804,0.27398,-0.01977,-0.01308,-0.03001,-0.03125,16.92448,0
3282,974.5,7709,2.78,0.41,0.02362,0.04602,-0.00917,0.19144,0.01419,0.00011,0.28199,0.63571,0.31448,-0.01453,-0.01538,-0.00776,-0.00146,-0.02322,-0.00178,-0.01902,-0.01167,-0.02729,-0.0021,0.1162,-0.01651,0.24681,-0.02013,-0.00999,-0.03431,-0.02719,15.49272,0
3283,978.1,6882,3.11,0.46,0.02541,0.03027,-0.00634,0.20179,0.01531,5e-05,0.2822,0.62866,0.30854,-0.01962,-0.01648,-0.00844,-0.00221,-0.02501,-0.00222,-0.02287,-0.01295,-0.02841,-0.00338,0.11661,-0.01775,0.2493,-0.01721,-0.01229,-0.0189,-0.05909,15.54788,0
3284,981.5,7295,2.98,0.39,0.02818,0.02553,-0.00718,0.21115,0.01401,0.00011,0.28251,0.55177,0.26598,-0.01627,-0.01352,-0.00734,-0.00161,-0.02118,-0.00216,-0.01907,-0.01078,-0.02436,-0.00276,0.09982,-0.0147,0.21261,-0.01585,-0.01165,0.0,-0.03333,13.30982,0
3285,984.9,7096,3.01,0.46,0.02841,0.02134,-0.0073,0.22633,0.0145,8e-05,0.28277,0.5503,0.2619,-0.01977,-0.0151,-0.0069,-0.00197,-0.02103,-0.00233,-0.01826,-0.01089,-0.02427,-0.0062,0.09925,-0.01778,0.2113,-0.016,-0.01074,-0.02694,-0.05476,13.23286,0
3286,988.3,7241,2.99,0.4,0.0291,0.03986,-0.007,0.23634,0.01452,2e-05,0.28293,0.58538,0.28318,-0.01283,-0.01378,-0.00596,-0.00133,-0.02159,-0.00153,-0.01969,-0.01143,-0.02536,-0.00094,0.10517,-0.01218,0.226,-0.01672,-0.01102,-0.05382,-0.02157,14.02314,0
3287,991.9,6880,3.08,0.5,0.029,0.02648,-0.00692,0.24664,0.01321,0.00011,0.28324,0.54069,0.2581,-0.01211,-0.01231,-0.00514,-0.00134,-0.01954,-0.00152,-0.01636,-0.01005,-0.02245,-0.0055,0.09478,-0.01181,0.20141,-0.01724,-0.00869,-0.07322,-0.03571,12.63714,0
3288,995.5,6885,3.15,0.41,0.02893,0.02124,-0.00648,0.26089,0.01507,5e-05,0.28345,0.57253,0.27694,-0.01439,-0.01452,-0.00681,-0.00154,-0.02234,-0.00211,-0.02011,-0.01127,-0.02521,-0.00359,0.10329,-0.01574,0.2205,-0.01705,-0.01159,-0.04015,-0.04074,13.77204,0
3289,999.1,6710,3.2,0.46,0.02991,0.01597,-0.00671,0.27007,0.01484,5e-05,0.28372,0.63201,0.30135,-0.01246,-0.01374,-0.00602,-0.00113,-0.02221,-0.00134,-0.01858,-0.01104,-0.02608,-0.00122,0.11062,-0.01312,0.2374,-0.01798,-0.00934,-0.0491,-0.01765,14.75,0
3290,1002.8,6775,3.21,0.42,0.0296,0.0326,-0.00799,0.28077,0.01269,5e-05,0.28395,0.64786,0.30859,-0.01287,-0.01482,-0.00658,-0.00102,-0.02304,-0.00168,-0.02004,-0.01212,-0.0275,-0.00154,0.11404,-0.01401,0.24479,-0.01845,-0.01013,-0.03371,-0.015,15.205,0
3291,1006.1,7298,2.92,0.45,0.02694,0.10001,-0.00945,0.29518,0.01447,0.00011,0.28448,0.63731,0.30832,-0.01578,-0.01625,-0.00768,-0.00132,-0.02324,-0.00173,-0.02031,-0.01203,-0.02765,-0.00322,0.11468,-0.01652,0.24516,-0.01845,-0.01081,-0.0373,-0.02889,15.29044,0
3292,1009.2,8006,2.69,0.38,0.02393,0.05001,-0.00955,0.31468,0.01549,8e-05,0.28481,0.56881,0.27984,-0.01663,-0.01426,-0.00739,-0.00157,-0.02259,-0.00214,-0.02045,-0.01174,-0.02601,-0.00325,0.10573,-0.01443,0.22464,-0.01558,-0.01149,-0.01064,-0.03704,14.09741,0
3293,1012.5,7356,2.95,0.39,0.02489,0.02885,-0.008,0.32666,0.013,5e-05,0.28504,0.72254,0.34592,-0.01871,-0.01691,-0.00822,-0.00177,-0.02615,-0.00198,-0.02262,-0.01349,-0.03086,-0.00228,0.12853,-0.01793,0.27465,-0.02148,-0.01159,-0.02881,-0.03591,17.13732,0
3294,1015.9,7361,2.96,0.38,0.02769,0.02929,-0.00581,0.33826,0.01838,1e-05,0.2853,0.77182,0.37168,-0.01598,-0.01734,-0.00805,-0.00131,-0.02828,-0.00176,-0.0246,-0.01435,-0.0332,-0.00223,0.1375,-0.01797,0.29618,-0.02112,-0.01268,-0.03713,-0.012,18.33345,0
3295,1019.3,7125,3.0,0.45,0.02818,0.02649,-0.00745,0.34548,0.01098,8e-05,0.28549,0.61871,0.30144,-0.01547,-0.01513,-0.00715,-0.00152,-0.02377,-0.00202,-0.01974,-0.01189,-0.02776,-0.00213,0.11304,-0.01656,0.23867,-0.01875,-0.01116,-0.01202,-0.03529,15.07137,0
3296,1022.8,7101,3.08,0.38,0.02839,0.01877,-0.00815,0.35724,0.0152,2e-05,0.28571,0.64317,0.30912,-0.01772,-0.01626,-0.00698,-0.00182,-0.02501,-0.00235,-0.02325,-0.01284,-0.02851,-0.00274,0.11592,-0.01828,0.24775,-0.01752,-0.014,-0.02334,-0.03158,15.45588,0
3297,1026.3,6916,3.13,0.43,0.02899,0.01092,-0.00725,0.36677,0.01294,0.00011,0.286,0.62922,0.30105,-0.01431,-0.01577,-0.00755,-0.00148,-0.02289,-0.00172,-0.02024,-0.01159,-0.02708,-0.00215,0.11232,-0.01706,0.23958,-0.01779,-0.01072,-0.00741,-0.03125,14.9765,0
3298,1029.9,6954,3.14,0.39,0.02915,0.01295,-0.00606,0.37922,0.01511,8e-05,0.28617,0.65797,0.31473,-0.01377,-0.01456,-0.00716,-0.00137,-0.02347,-0.0017,-0.01943,-0.01185,-0.02805,-0.00293,0.11564,-0.01501,0.24804,-0.01909,-0.01036,-0.03036,-0.02667,15.41822,0
3299,1033.5,6734,3.22,0.43,0.02947,0.01185,-0.00638,0.38797,0.0114,5e-05,0.2863,0.61419,0.30052,-0.01629,-0.01572,-0.00752,-0.00166,-0.02498,-0.00218,-0.02276,-0.01296,-0.02823,-0.00301,0.11428,-0.01836,0.24296,-0.01692,-0.01353,-0.03292,-0.02111,15.237,0
3300,1037.1,6955,3.15,0.38,0.02975,0.00777,-0.00775,0.39426,0.01398,0.00011,0.28646,0.62756,0.30166,-0.01374,-0.01408,-0.00651,-0.00125,-0.02312,-0.00176,-0.01845,-0.01156,-0.02719,-0.00279,0.11104,-0.01448,0.23691,-0.01947,-0.01009,-0.06594,-0.01818,14.80545,0
3301,1040.6,7091,3.05,0.41,0.0298,0.02654,-0.00706,0.40206,0.01668,2e-05,0.28659,0.62915,0.30543,-0.01456,-0.01434,-0.00671,-0.00122,-0.02327,-0.00146,-0.0195,-0.0118,-0.02751,-0.00145,0.11291,-0.01471,0.24114,-0.01816,-0.01003,-0.02228,-0.01765,15.0549,0
3302,1043.7,7894,2.73,0.38,0.02385,0.07076,-0.00807,0.41013,0.0134,8e-05,0.28681,0.55887,0.26431,-0.01441,-0.0131,-0.00623,-0.00146,-0.02104,-0.00159,-0.0189,-0.01084,-0.02422,-0.00273,0.09835,-0.01238,0.21169,-0.01519,-0.01013,-0.02342,-0.02593,13.11315,0
3303,1047.0,7271,2.93,0.45,0.02501,0.0395,-0.01018,0.42154,0.0169,3e-05,0.28701,0.63404,0.30523,-0.01564,-0.01534,-0.00671,-0.00139,-0.02406,-0.00194,-0.0212,-0.0124,-0.02803,-0.00177,0.11406,-0.01622,0.24469,-0.01741,-0.01105,-0.03089,-0.01754,15.20754,0
3304,1050.6,7011,3.12,0.39,0.0262,0.03976,-0.00796,0.43029,0.01357,8e-05,0.28727,0.64041,0.31099,-0.01689,-0.01598,-0.00766,-0.00154,-0.02446,-0.00199,-0.02159,-0.01269,-0.02898,-0.00253,0.11687,-0.01747,0.24807,-0.01843,-0.01193,-0.04109,-0.03195,15.58252,0
3305,1054.0,7141,3.09,0.36,0.02771,0.02663,-0.00448,0.44309,0.02043,1e-05,0.28749,0.62243,0.30339,-0.01588,-0.01545,-0.00742,-0.00152,-0.02336,-0.00215,-0.02087,-0.01267,-0.02837,-0.00272,0.11346,-0.0162,0.2409,-0.01775,-0.01205,-0.03054,-0.04259,15.12759,0
3306,1057.5,6938,3.14,0.4,0.02871,0.03019,-0.00513,0.4487,0.01358,1e-05,0.28761,0.70056,0.33442,-0.01655,-0.01698,-0.00766,-0.00153,-0.02568,-0.00194,-0.02217,-0.0134,-0.03066,-0.00166,0.12522,-0.01831,0.26906,-0.02059,-0.01172,-0.02231,-0.02456,16.69535,0
3307,1061.2,6787,3.2,0.42,0.0282,0.01744,-0.00573,0.45435,0.0108,3e-05,0.28778,0.60314,0.29548,-0.01743,-0.01592,-0.00835,-0.00191,-0.02332,-0.002,-0.02137,-0.01227,-0.02779,-0.00395,0.1106,-0.01683,0.23584,-0.01712,-0.01147,-0.01635,-0.05614,14.74649,0
3308,1064.7,6964,3.05,0.47,0.02871,0.01014,-0.0073,0.46221,0.0134,0.00011,0.28801,0.68909,0.32786,-0.01583,-0.01621,-0.00734,-0.00161,-0.02481,-0.00177,-0.02154,-0.01289,-0.02994,-0.00243,0.12188,-0.01475,0.26123,-0.02025,-0.01124,-0.03214,-0.02281,16.25105,0
3309,1068.1,7297,2.99,0.38,0.02921,0.01887,-0.0043,0.46983,0.01786,1e-05,0.28808,0.69108,0.32927,-0.02047,-0.01711,-0.00751,-0.00158,-0.02558,-0.00216,-0.02312,-0.01359,-0.03064,-0.00271,0.12395,-0.01741,0.26391,-0.02045,-0.01309,-0.03142,-0.02588,16.52631,0
3310,1071.5,7114,2.99,0.46,0.02917,0.00557,-0.00606,0.47263,0.01071,8e-05,0.28814,0.68496,0.32897,-0.01655,-0.01532,-0.00742,-0.00154,-0.02555,-0.00164,-0.02233,-0.0126,-0.03017,-0.0029,0.12215,-0.01536,0.2607,-0.01987,-0.01168,-0.05556,-0.036,16.2864,0
3311,1074.9,7185,3.02,0.4,0.03021,0.01319,-0.00663,0.4759,0.01415,2e-05,0.28818,0.75654,0.35933,-0.01778,-0.01827,-0.00847,-0.00115,-0.0284,-0.00218,-0.02438,-0.01442,-0.03342,-0.0015,0.13498,-0.01869,0.28985,-0.02121,-0.0124,-0.05286,0.0,17.9975,0
3312,1078.2,7431,2.91,0.39,0.0265,0.12549,-0.0079,0.48158,0.013,0.00011,0.28845,0.58326,0.27912,-0.01302,-0.01438,-0.00703,-0.00128,-0.02219,-0.00148,-0.01892,-0.01089,-0.02583,-0.00171,0.104,-0.0154,0.22399,-0.01661,-0.00997,-0.01972,-0.01429,13.86667,0
3313,1081.5,7486,2.89,0.39,0.02388,0.05242,-0.00915,0.49582,0.01681,2e-05,0.28872,0.57956,0.27571,-0.01517,-0.01359,-0.00643,-0.00154,-0.02184,-0.00169,-0.01895,-0.0113,-0.02574,-0.00261,0.1032,-0.01313,0.21957,-0.016,-0.01034,-0.04056,-0.04216,13.76,0
3314,1084.8,7443,2.92,0.38,0.02488,0.03606,-0.00881,0.50359,0.01411,2e-05,0.28895,0.66808,0.32222,-0.01609,-0.01678,-0.00843,-0.0018,-0.02533,-0.00181,-0.02257,-0.0132,-0.02999,-0.00177,0.12043,-0.01788,0.2591,-0.01788,-0.01178,-0.0159,-0.05045,16.05685,0
3315,1088.3,7079,3.01,0.46,0.02583,0.03527,-0.00834,0.5112,0.01093,8e-05,0.28916,0.47406,0.22984,-0.01626,-0.01214,-0.00713,-0.00165,-0.01813,-0.00176,-0.01516,-0.00925,-0.02167,-0.00436,0.08622,-0.01257,0.18161,-0.0152,-0.00888,-0.02793,-0.07302,11.49611,0
3316,1091.7,7188,3.03,0.39,0.02761,0.02669,-0.00781,0.52689,0.01411,5e-05,0.28955,0.67276,0.32475,-0.02057,-0.01761,-0.00828,-0.00191,-0.0272,-0.00212,-0.02568,-0.014,-0.03133,-0.00332,0.12355,-0.01809,0.26513,-0.01742,-0.01506,-0.01963,-0.03333,16.47304,0
3317,1095.2,7055,3.07,0.41,0.02871,0.01614,-0.00665,0.54049,0.01366,0.00011,0.28988,0.70197,0.33012,-0.01629,-0.0165,-0.00715,-0.0013,-0.02524,-0.00165,-0.02228,-0.01368,-0.03088,-0.00224,0.12319,-0.01691,0.26428,-0.0195,-0.01099,-0.03341,-0.02381,16.4254,0
3318,1098.7,7115,3.07,0.39,0.02886,0.01236,-0.00573,0.55363,0.01385,5e-05,0.2901,0.60966,0.29249,-0.01775,-0.01516,-0.00769,-0.00188,-0.02273,-0.00215,-0.01959,-0.01165,-0.02738,-0.00325,0.10932,-0.01589,0.23215,-0.01889,-0.01126,-0.04106,-0.04815,14.57667,0
3319,1102.2,6976,3.09,0.43,0.02966,0.02749,-0.00693,0.56423,0.01394,5e-05,0.29042,0.5799,0.28019,-0.0136,-0.01348,-0.00698,-0.0018,-0.02133,-0.00214,-0.01678,-0.01082,-0.02574,-0.00686,0.1043,-0.01779,0.22107,-0.01805,-0.00837,-0.01422,-0.01905,13.90714,0
3320,1105.7,6994,3.08,0.44,0.02929,0.00688,-0.00551,0.57691,0.01385,3e-05,0.29067,0.51026,0.24072,-0.01156,-0.01298,-0.00635,-0.00109,-0.01889,-0.00123,-0.01638,-0.00977,-0.02261,-0.00258,0.08968,-0.0123,0.19417,-0.01351,-0.00789,-0.01021,-0.03125,11.9575,0
3321,1109.2,7093,3.08,0.39,0.02995,0.01396,-0.00655,0.58418,0.01223,0.00011,0.29085,0.69432,0.33415,-0.02059,-0.01635,-0.00796,-0.00152,-0.02624,-0.00191,-0.02236,-0.01371,-0.03138,-0.00257,0.12472,-0.01645,0.26614,-0.01985,-0.01136,-0.02215,-0.00444,16.62922,0
3322,1112.7,6964,3.06,0.47,0.02951,0.13949,-0.00792,0.59624,0.01371,0.00011,0.29124,0.76505,0.36727,-0.01856,-0.01862,-0.008,-0.00143,-0.02824,-0.00181,-0.0251,-0.01508,-0.03443,-0.00136,0.13682,-0.01793,0.2961,-0.02093,-0.01266,-0.02293,-0.00385,18.24295,0
3323,1115.7,8159,2.62,0.39,0.02421,0.07019,-0.00539,0.60773,0.01269,2e-05,0.29139,0.65598,0.32079,-0.01516,-0.01607,-0.00735,-0.00117,-0.02568,-0.00177,-0.02284,-0.01351,-0.03066,-0.00075,0.11995,-0.01701,0.25909,-0.01758,-0.01129,-0.0221,0.0,15.99375,0
3324,1118.9,7663,2.81,0.4,0.02359,0.06012,-0.01019,0.61399,0.01404,8e-05,0.29166,0.621,0.29642,-0.01766,-0.01678,-0.00838,-0.002,-0.02392,-0.00216,-0.02111,-0.01278,-0.02865,-0.00246,0.11244,-0.01955,0.23828,-0.01832,-0.01131,-0.03294,-0.06483,14.99222,0
3325,1122.3,7309,2.89,0.47,0.0254,0.03122,-0.00855,0.62791,0.01516,3e-05,0.29194,0.601,0.28951,-0.01762,-0.01565,-0.00773,-0.00207,-0.02305,-0.00177,-0.0205,-0.01176,-0.02774,-0.00637,0.1088,-0.01612,0.23275,-0.01728,-0.01196,-0.04558,-0.0693,14.5064,0
3326,1125.6,7368,2.93,0.4,0.0271,0.02999,-0.00601,0.63671,0.01679,1e-05,0.29212,0.60143,0.29439,-0.0164,-0.01525,-0.00914,-0.0018,-0.02308,-0.00205,-0.01936,-0.01175,-0.02796,-0.00332,0.10999,-0.01664,0.23338,-0.01842,-0.01077,-0.01699,-0.05917,14.665,0
3327,1129.3,6665,3.24,0.45,0.02908,0.01435,-0.00544,0.64322,0.01065,8e-05,0.29236,0.57112,0.27184,-0.01596,-0.01442,-0.0068,-0.00142,-0.02167,-0.0019,-0.01895,-0.01149,-0.02625,-0.00444,0.10287,-0.01393,0.21846,-0.01592,-0.0098,-0.04983,-0.03542,13.71646,0
3328,1132.8,6939,3.13,0.41,0.02985,0.01029,-0.00749,0.65909,0.01504,0.00011,0.29281,0.69782,0.3303,-0.01586,-0.01641,-0.00767,-0.0014,-0.02587,-0.00169,-0.02259,-0.01361,-0.03134,-0.00249,0.12401,-0.01724,0.26573,-0.01889,-0.01117,-0.02158,-0.01818,16.53515,0
3329,1136.5,6706,3.23,0.44,0.02991,0.00628,-0.00644,0.67267,0.01482,0.00011,0.29297,0.68809,0.32787,-0.02161,-0.01835,-0.00874,-0.00183,-0.02788,-0.00225,-0.02611,-0.01465,-0.03232,-0.00217,0.12561,-0.02117,0.26641,-0.0185,-0.01445,-0.00806,-0.01176,16.74843,0
3330,1140.0,6917,3.18,0.38,0.02976,0.01117,-0.00296,0.67641,0.01705,2e-05,0.29302,0.70863,0.33799,-0.01869,-0.01738,-0.00766,-0.00131,-0.02673,-0.00188,-0.02299,-0.01391,-0.03244,-0.00172,0.12611,-0.01758,0.27116,-0.01869,-0.01172,-0.03373,-0.00263,16.81439,0
