iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,unstable_resets
753,1226.1,19114,1.04,0.24,0.02107,0.00735,-0.00907,3.21446,0.01052,0.00011,0.35725,0
754,1227.4,18835,1.05,0.26,0.02394,0.00612,-0.00765,3.21423,0.01494,0.00011,0.35725,0
755,1228.7,19292,1.02,0.25,0.02517,0.0028,-0.00542,3.2108,0.01418,8e-05,0.35711,0
756,1230.0,18721,1.05,0.26,0.02592,0.00317,-0.0056,3.20346,0.01505,0.00017,0.35706,0
757,1231.3,19183,1.03,0.25,0.02594,0.00199,-0.00539,3.1904,0.01495,0.00017,0.35658,0
758,1232.6,19195,1.03,0.25,0.0262,0.00133,-0.00526,3.16646,0.01526,0.00026,0.35584,0
759,1233.9,19133,1.03,0.25,0.02628,0.00236,-0.00606,3.13752,0.01592,0.00017,0.35532,0
760,1235.1,19825,1.0,0.24,0.02314,0.26545,-0.00978,3.13497,0.01662,8e-05,0.35578,0
761,1236.3,20475,0.96,0.24,0.02157,0.06957,-0.00908,3.14979,0.01244,5e-05,0.35607,0
762,1237.6,19718,1.0,0.25,0.01619,0.03048,-0.00804,3.15847,0.01561,2e-05,0.3563,0
763,1238.8,19519,1.0,0.26,0.02051,0.01226,-0.00673,3.16354,0.0128,0.00011,0.35649,0
764,1240.1,19192,1.03,0.25,0.02425,0.00791,-0.00737,3.17068,0.01433,0.00011,0.35672,0
765,1241.4,19274,1.02,0.25,0.02541,0.00527,-0.00731,3.17386,0.01579,8e-05,0.3568,0
766,1242.7,19104,1.04,0.24,0.02637,0.00244,-0.00751,3.17127,0.0127,0.00017,0.35664,0
767,1243.9,19233,1.02,0.26,0.02628,0.00762,-0.00492,3.16079,0.01583,3e-05,0.35652,0
768,1245.4,17357,1.12,0.29,0.02639,0.00408,-0.00458,3.15965,0.01294,0.00011,0.35657,0
769,1246.7,17874,1.1,0.27,0.02632,0.00234,-0.00638,3.15643,0.01402,0.00011,0.35643,0
770,1248.1,18052,1.1,0.26,0.02514,0.33901,-0.00596,3.14967,0.01171,0.00011,0.35646,0
771,1249.5,18109,1.09,0.27,0.02137,0.09876,-0.00981,3.16085,0.01545,5e-05,0.35687,0
772,1250.8,18109,1.1,0.26,0.01761,0.04828,-0.01004,3.173,0.01525,8e-05,0.35725,0
773,1252.1,19712,0.99,0.25,0.01592,0.01722,-0.00838,3.18445,0.01348,8e-05,0.35753,0
774,1253.3,19602,1.01,0.24,0.02066,0.01369,-0.00698,3.19193,0.01482,8e-05,0.35778,0
775,1254.6,18785,1.04,0.26,0.02531,0.0026,-0.00625,3.19531,0.01429,0.00017,0.35772,0
776,1256.0,18224,1.08,0.27,0.02509,0.00265,-0.00617,3.18409,0.01476,0.00011,0.35738,0
777,1257.5,16304,1.18,0.32,0.02658,0.00628,-0.00554,3.17529,0.01267,8e-05,0.35736,0
778,1259.2,14000,1.45,0.3,0.02648,0.0029,-0.00739,3.17453,0.01231,8e-05,0.35732,0
779,1260.7,16965,1.17,0.28,0.02631,0.00205,-0.00654,3.16394,0.01354,0.00011,0.35679,0
780,1262.2,16600,1.2,0.29,0.02662,0.00304,-0.0039,3.14209,0.01422,8e-05,0.3562,0
781,1263.5,17966,1.1,0.27,0.02236,0.28071,-0.0088,3.13654,0.01511,0.00011,0.35645,0
782,1264.9,17804,1.08,0.3,0.02134,0.06313,-0.00783,3.14941,0.01468,3e-05,0.3567,0
783,1266.3,17364,1.14,0.28,0.01655,0.03032,-0.01035,3.15662,0.01444,0.00011,0.35701,0
784,1267.8,17159,1.14,0.29,0.01938,0.02481,-0.00993,3.17084,0.01494,5e-05,0.35742,0
785,1269.2,17176,1.15,0.28,0.02354,0.01588,-0.00833,3.18383,0.01459,0.00011,0.35794,0
786,1270.6,16892,1.18,0.28,0.0238,0.00408,-0.00644,3.19487,0.01333,0.00011,0.35812,0
787,1272.1,17206,1.16,0.27,0.02594,0.00288,-0.00565,3.19364,0.01193,8e-05,0.35801,0
788,1273.5,16652,1.17,0.31,0.02602,0.00258,-0.00899,3.18304,0.01512,0.00017,0.3576,0
789,1275.0,16734,1.19,0.27,0.02663,0.00358,-0.00408,3.17206,0.01462,0.00011,0.35744,0
790,1276.5,16982,1.17,0.28,0.02651,0.00272,-0.00598,3.16143,0.01305,0.00011,0.35703,0
791,1277.9,17116,1.17,0.27,0.0246,0.3194,-0.0061,3.15139,0.01387,8e-05,0.35697,0
792,1279.3,17821,1.1,0.28,0.02151,0.08045,-0.01014,3.15825,0.01482,8e-05,0.35729,0
793,1280.6,19214,1.02,0.26,0.01668,0.03588,-0.0088,3.17208,0.0177,1e-05,0.35767,0
794,1281.9,17726,1.13,0.25,0.01737,0.01379,-0.00689,3.18025,0.01009,0.00011,0.35794,0
795,1283.4,17507,1.11,0.3,0.0233,0.00861,-0.00799,3.19303,0.0164,5e-05,0.35839,0
796,1284.7,17795,1.13,0.25,0.02547,0.00631,-0.00797,3.20357,0.01264,0.00017,0.35869,0
797,1286.1,17805,1.12,0.26,0.02602,0.00255,-0.00501,3.2095,0.01647,3e-05,0.35876,0
798,1287.5,17696,1.09,0.3,0.02623,0.0019,-0.00529,3.19964,0.01187,0.00017,0.35822,0
799,1288.8,18638,1.07,0.25,0.02642,0.00134,-0.00647,3.17186,0.01457,0.00026,0.35722,0
800,1290.2,17758,1.13,0.26,0.02692,0.00142,-0.00632,3.13366,0.01551,0.00011,0.35627,0
801,1291.5,18844,1.04,0.26,0.02689,0.00288,-0.00542,3.11398,0.01137,8e-05,0.3559,0
802,1292.8,19637,1.01,0.25,0.02156,0.17066,-0.00873,3.10463,0.01438,5e-05,0.35573,0
803,1294.0,19725,0.98,0.27,0.02072,0.06306,-0.00883,3.10945,0.0146,2e-05,0.35594,0
804,1295.3,19146,1.03,0.25,0.01569,0.02494,-0.0064,3.11629,0.01554,1e-05,0.35615,0
805,1296.7,18095,1.09,0.26,0.0219,0.00963,-0.00748,3.12136,0.01198,3e-05,0.35635,0
806,1298.0,17826,1.12,0.26,0.02522,0.00298,-0.00621,3.12418,0.01333,0.00011,0.35634,0
807,1299.6,16181,1.24,0.28,0.02614,0.00423,-0.00752,3.11822,0.01486,8e-05,0.35615,0
808,1301.0,17618,1.12,0.27,0.02672,0.00217,-0.00449,3.11183,0.01389,0.00011,0.35591,0
809,1302.4,17137,1.17,0.27,0.02649,0.00127,-0.00493,3.09982,0.01121,0.00011,0.35554,0
810,1303.8,17543,1.13,0.27,0.02685,0.00152,-0.00607,3.0781,0.01442,0.00017,0.35486,0
811,1305.3,16840,1.15,0.31,0.02708,0.00175,-0.00436,3.05168,0.01573,0.00026,0.35409,0
812,1306.6,17843,1.11,0.26,0.02399,0.2506,-0.00801,3.0333,0.01538,8e-05,0.35407,0
813,1307.9,18719,1.06,0.26,0.02257,0.06841,-0.00936,3.0407,0.01288,3e-05,0.35426,0
814,1309.3,18401,1.07,0.27,0.01948,0.02694,-0.00965,3.04771,0.01304,5e-05,0.35455,0
815,1310.6,18142,1.1,0.26,0.01968,0.01324,-0.00737,3.05902,0.01821,1e-05,0.35483,0
816,1312.0,17812,1.1,0.28,0.02391,0.00391,-0.00467,3.06131,0.00892,8e-05,0.35484,0
817,1313.4,17542,1.12,0.28,0.02609,0.00183,-0.00663,3.05345,0.01414,8e-05,0.35459,0
818,1314.9,17107,1.16,0.27,0.02682,0.00105,-0.00759,3.0355,0.01416,0.00026,0.35384,0
819,1316.2,17808,1.11,0.27,0.02682,0.00093,-0.00736,3.00335,0.01297,0.00017,0.35305,0
820,1317.6,17401,1.11,0.3,0.02714,0.00244,-0.00357,2.97828,0.01302,8e-05,0.35261,0
821,1319.1,17507,1.14,0.27,0.02716,0.00077,-0.00919,2.9567,0.01113,0.00017,0.35174,0
822,1320.4,17926,1.11,0.26,0.0266,0.23019,-0.00829,2.93127,0.01455,8e-05,0.35162,0
823,1321.8,17881,1.08,0.29,0.02152,0.09084,-0.01028,2.9426,0.01386,8e-05,0.35205,0
824,1323.2,17062,1.13,0.31,0.01948,0.05795,-0.00796,2.95438,0.01592,2e-05,0.35229,0
825,1324.7,17018,1.17,0.28,0.01678,0.01954,-0.00735,2.96025,0.01123,0.00011,0.35259,0
826,1326.2,16076,1.25,0.28,0.02214,0.00562,-0.00746,2.96929,0.01557,8e-05,0.35279,0
827,1327.8,15936,1.21,0.33,0.02566,0.00329,-0.00649,2.96769,0.01273,0.00017,0.35262,0
828,1329.3,15915,1.27,0.27,0.02644,0.00496,-0.00534,2.95868,0.01452,0.00011,0.35241,0
829,1330.8,16820,1.19,0.27,0.02698,0.00541,-0.0071,2.95309,0.01378,8e-05,0.35229,0
830,1332.2,17059,1.17,0.27,0.02656,0.00153,-0.00839,2.94323,0.01172,0.00017,0.35182,0
831,1333.7,16888,1.18,0.27,0.0266,0.00467,-0.00627,2.92839,0.01474,0.00011,0.35169,0
832,1335.1,17389,1.15,0.26,0.02707,0.00297,-0.0057,2.92664,0.01238,8e-05,0.35161,0
833,1336.5,17713,1.09,0.3,0.02298,0.26199,-0.00784,2.92193,0.01341,5e-05,0.3516,0
834,1337.8,18340,1.07,0.27,0.02242,0.08979,-0.01052,2.92956,0.01445,5e-05,0.35188,0
835,1339.2,17775,1.1,0.28,0.01567,0.03271,-0.0102,2.94069,0.0139,8e-05,0.35219,0
836,1340.6,16959,1.18,0.27,0.02035,0.01852,-0.0074,2.95274,0.0168,2e-05,0.35241,0
837,1342.0,17815,1.12,0.26,0.02311,0.00804,-0.00665,2.95725,0.01047,0.00011,0.35257,0
838,1343.4,17475,1.13,0.28,0.02587,0.00189,-0.00905,2.95451,0.01554,0.00011,0.35226,0
839,1344.9,16470,1.21,0.28,0.02669,0.00218,-0.00758,2.94104,0.01335,0.00011,0.35191,0
840,1346.5,15692,1.29,0.28,0.02684,0.00345,-0.00624,2.93089,0.01306,0.00011,0.35175,0
841,1348.0,15674,1.29,0.27,0.02699,0.00372,-0.00235,2.9254,0.01335,3e-05,0.35171,0
842,1349.6,16232,1.23,0.28,0.02689,0.00396,-0.00395,2.92067,0.0129,0.00011,0.35156,0
843,1351.1,16477,1.21,0.28,0.02519,0.27833,-0.00624,2.91656,0.01611,3e-05,0.35163,0
844,1352.5,16635,1.18,0.3,0.02212,0.08356,-0.00855,2.92337,0.01464,2e-05,0.35189,0
845,1354.0,16914,1.2,0.25,0.01825,0.04226,-0.00855,2.92947,0.01373,2e-05,0.35204,0
846,1355.3,18962,1.05,0.25,0.01884,0.01009,-0.00779,2.93436,0.01239,0.00011,0.35224,0
847,1356.6,18480,1.08,0.25,0.02402,0.00267,-0.00777,2.93775,0.01593,0.00011,0.35224,0
848,1357.9,18842,1.06,0.25,0.02583,0.005,-0.0076,2.93575,0.01363,0.00011,0.35224,0
849,1359.3,18117,1.1,0.26,0.02698,0.00215,-0.0084,2.93336,0.01491,8e-05,0.3522,0
850,1360.6,18635,1.07,0.25,0.02683,0.0019,-0.00669,2.92259,0.01122,0.00017,0.35171,0
851,1362.0,17958,1.08,0.29,0.02725,0.00343,-0.00284,2.9038,0.01316,8e-05,0.35148,0
852,1363.3,18970,1.05,0.24,0.02731,0.00081,-0.00753,2.89068,0.01011,0.00017,0.35079,0
853,1364.5,19213,1.03,0.25,0.02727,0.00201,-0.00403,2.85662,0.01621,0.00026,0.34999,0
854,1365.8,20043,0.98,0.25,0.02271,0.19577,-0.00874,2.8439,0.01524,0.00017,0.35022,0
855,1367.0,19505,1.02,0.24,0.02192,0.04514,-0.00718,2.857,0.01949,1e-05,0.35045,0
856,1368.4,18047,1.07,0.29,0.01723,0.02175,-0.00714,2.86073,0.01161,5e-05,0.35056,0
857,1369.7,18336,1.09,0.25,0.02199,0.01334,-0.00785,2.86757,0.01536,2e-05,0.35086,0
858,1371.1,17890,1.11,0.26,0.02498,0.00913,-0.0067,2.87413,0.01055,0.00011,0.35114,0
859,1372.5,16953,1.14,0.31,0.02597,0.00157,-0.00773,2.87621,0.01534,0.00011,0.35102,0
860,1374.1,15475,1.29,0.3,0.02714,0.00186,-0.00562,2.86372,0.01382,0.00011,0.35059,0
861,1375.7,16201,1.22,0.3,0.02735,0.00083,-0.00692,2.83737,0.01403,0.00026,0.34947,0
862,1377.1,17468,1.15,0.26,0.02742,0.00144,-0.00736,2.79664,0.01509,0.00017,0.34865,0
863,1378.4,18675,1.06,0.25,0.02763,0.0032,-0.00503,2.7762,0.01443,0.00017,0.3484,0
864,1379.8,17807,1.13,0.25,0.02506,0.35019,-0.00715,2.77386,0.01471,0.00017,0.34863,0
865,1381.0,19379,1.0,0.27,0.02264,0.0775,-0.00858,2.78873,0.01746,2e-05,0.34894,0
866,1382.3,19523,1.01,0.25,0.01797,0.02491,-0.00846,2.79549,0.01167,0.00011,0.34927,0
867,1383.6,18529,1.08,0.25,0.02012,0.00954,-0.00811,2.80692,0.01569,8e-05,0.34956,0
868,1384.9,19658,1.0,0.25,0.02377,0.00219,-0.00781,2.80974,0.01188,0.00017,0.3495,0
869,1386.1,19076,1.04,0.25,0.02693,0.00208,-0.00489,2.80152,0.01546,0.00017,0.34932,0
870,1387.4,18973,1.04,0.26,0.0271,0.00248,-0.00655,2.79025,0.01428,0.00011,0.34902,0
871,1388.7,19064,1.04,0.24,0.0275,0.0051,-0.00456,2.78363,0.0155,2e-05,0.349,0
872,1390.0,18925,1.05,0.25,0.02706,0.00427,-0.00359,2.78208,0.01212,0.00011,0.34893,0
873,1391.3,18838,1.05,0.26,0.02737,0.00145,-0.00566,2.77167,0.01291,0.00017,0.34839,0
874,1392.7,18527,1.06,0.26,0.02755,0.15431,-0.00775,2.75638,0.0139,0.00011,0.34834,0
875,1394.0,18789,1.04,0.26,0.02202,0.1088,-0.00993,2.76788,0.01364,8e-05,0.34874,0
876,1395.3,19021,1.04,0.26,0.02098,0.03933,-0.01052,2.78149,0.01471,8e-05,0.34917,0
877,1396.6,18386,1.08,0.26,0.01753,0.01291,-0.00926,2.79461,0.0148,0.00017,0.34967,0
878,1398.0,18030,1.11,0.26,0.02331,0.01073,-0.00649,2.80612,0.01816,2e-05,0.34989,0
879,1399.3,18331,1.07,0.27,0.02571,0.00703,-0.00363,2.80814,0.01369,2e-05,0.34993,0
880,1400.7,17859,1.11,0.26,0.02638,0.00307,-0.00533,2.80809,0.00847,8e-05,0.34981,0
881,1402.2,16474,1.22,0.27,0.02728,0.00309,-0.00676,2.79678,0.01242,0.00017,0.3494,0
882,1403.6,17209,1.16,0.27,0.02695,0.00107,-0.00789,2.77081,0.01679,0.00017,0.34867,0
883,1405.0,17484,1.13,0.27,0.02718,0.0014,-0.00557,2.74064,0.0164,0.00026,0.3478,0
884,1406.4,18057,1.09,0.27,0.0274,0.00071,-0.01043,2.69423,0.01554,0.00017,0.34629,0
885,1407.7,18838,1.04,0.26,0.024,0.39092,-0.00841,2.66232,0.01534,3e-05,0.34607,0
886,1408.9,19493,1.0,0.26,0.02193,0.0819,-0.00916,2.66593,0.01449,2e-05,0.34624,0
887,1410.2,19186,1.03,0.25,0.01501,0.02181,-0.00752,2.66943,0.01293,3e-05,0.34635,0
888,1411.5,19152,1.02,0.26,0.01993,0.01582,-0.00938,2.67354,0.01553,1e-05,0.34649,0
889,1412.8,18611,1.07,0.25,0.02487,0.00723,-0.00752,2.67765,0.00966,8e-05,0.34663,0
890,1414.1,18944,1.04,0.25,0.02557,0.00171,-0.00717,2.67952,0.01348,0.00011,0.34652,0
891,1415.4,18955,1.04,0.25,0.0271,0.00112,-0.00834,2.65823,0.01433,0.00026,0.34567,0
892,1416.7,19257,1.02,0.26,0.02738,0.00173,-0.00831,2.62461,0.01433,0.00017,0.34501,0
893,1418.2,16694,1.16,0.31,0.02765,0.00124,-0.00574,2.60428,0.01489,0.00017,0.34443,0
894,1419.6,17179,1.17,0.26,0.02784,0.00127,-0.00435,2.58196,0.01406,0.00017,0.34377,0
895,1421.0,17041,1.19,0.25,0.02676,0.23964,-0.00828,2.56459,0.0151,8e-05,0.34372,0
896,1422.4,18430,0.99,0.34,0.02235,0.10517,-0.00995,2.57471,0.01472,8e-05,0.34412,0
897,1423.8,17790,1.1,0.28,0.02118,0.04153,-0.00683,2.58406,0.01222,5e-05,0.34432,0
898,1425.1,17643,1.1,0.29,0.01891,0.02001,-0.00914,2.58983,0.01512,2e-05,0.34445,0
899,1426.6,17269,1.17,0.25,0.02293,0.00616,-0.00686,2.59242,0.01011,8e-05,0.34457,0
900,1427.9,19268,1.01,0.26,0.02687,0.00267,-0.00609,2.59143,0.01307,0.00017,0.34444,0
901,1429.1,19240,1.02,0.26,0.02749,0.00205,-0.00366,2.58362,0.0166,3e-05,0.34433,0
902,1430.4,19501,1.0,0.26,0.02738,0.00083,-0.00813,2.56842,0.0113,0.00017,0.34353,0
903,1431.7,19147,1.03,0.26,0.02785,0.0029,-0.00314,2.5333,0.01353,0.00017,0.34292,0
904,1433.0,18363,1.08,0.26,0.02772,0.00073,-0.00785,2.50605,0.01363,0.00017,0.34206,0
905,1434.3,19049,1.04,0.25,0.02789,0.00531,-0.00466,2.48032,0.01419,8e-05,0.3418,0
906,1435.6,19242,1.01,0.27,0.0234,0.2329,-0.00935,2.48146,0.01533,0.00011,0.34215,0
907,1436.8,20302,0.96,0.25,0.02291,0.05845,-0.00863,2.49435,0.0147,3e-05,0.34245,0
908,1438.1,19663,0.99,0.26,0.01815,0.02861,-0.009,2.50239,0.01204,8e-05,0.34274,0
909,1439.4,18437,1.07,0.26,0.02048,0.0149,-0.00839,2.51276,0.01411,8e-05,0.34302,0
910,1440.6,19815,0.99,0.25,0.02555,0.00794,-0.00771,2.52051,0.01608,0.00011,0.34324,0
911,1441.9,19779,0.99,0.26,0.02639,0.00562,-0.0053,2.52348,0.01325,0.00011,0.34322,0
912,1443.1,19214,1.03,0.25,0.0273,0.0041,-0.00643,2.51943,0.01461,8e-05,0.34306,0
913,1444.5,18798,1.04,0.26,0.02768,0.00155,-0.00484,2.51162,0.01186,0.00017,0.34271,0
914,1445.8,18621,1.04,0.28,0.02782,0.00099,-0.00909,2.48709,0.01454,0.00026,0.34184,0
915,1447.1,18503,1.07,0.26,0.02774,0.00233,-0.00385,2.45812,0.01448,0.00017,0.34147,0
916,1448.5,17963,1.11,0.26,0.0258,0.26697,-0.00866,2.45232,0.01596,8e-05,0.34171,0
917,1449.7,20637,0.94,0.25,0.02305,0.07017,-0.00835,2.46335,0.01988,1e-05,0.34197,0
918,1450.9,19149,1.03,0.26,0.01988,0.02625,-0.00604,2.46807,0.01543,1e-05,0.34207,0
919,1452.2,19412,1.02,0.25,0.0205,0.0137,-0.00731,2.47244,0.011,8e-05,0.34227,0
920,1453.5,18858,1.05,0.26,0.02487,0.01261,-0.00725,2.48178,0.01254,8e-05,0.34262,0
921,1454.8,19779,0.99,0.25,0.0266,0.00179,-0.00855,2.48899,0.01263,0.00017,0.34271,0
922,1456.0,19643,0.99,0.26,0.02698,0.00108,-0.00844,2.47369,0.0142,0.00017,0.34202,0
923,1457.4,18094,1.07,0.29,0.02791,0.0023,-0.00352,2.45122,0.01459,0.00011,0.34158,0
924,1458.6,19448,1.01,0.25,0.02773,0.00076,-0.00709,2.42644,0.01482,0.00026,0.34051,0
925,1459.9,20051,0.98,0.24,0.02796,0.00076,-0.00674,2.38463,0.01434,0.00017,0.33949,0
926,1461.1,19534,1.01,0.25,0.02802,0.00062,-0.0102,2.34398,0.015,0.00026,0.3382,0
927,1462.3,20295,0.96,0.25,0.02257,0.21653,-0.00998,2.31521,0.01776,3e-05,0.33808,0
928,1463.5,20484,0.95,0.25,0.021,0.04576,-0.0104,2.31958,0.01349,5e-05,0.3383,0
929,1464.8,19783,0.99,0.25,0.01779,0.01603,-0.01031,2.32913,0.01475,5e-05,0.33858,0
930,1466.0,19724,1.0,0.25,0.02269,0.00694,-0.00784,2.3386,0.01303,8e-05,0.33877,0
931,1467.3,19251,1.02,0.26,0.02635,0.0051,-0.00458,2.3429,0.01458,3e-05,0.33883,0
932,1468.6,19278,1.02,0.25,0.0274,0.00144,-0.0076,2.33872,0.01072,0.00011,0.33858,0
933,1469.9,19082,1.02,0.27,0.02751,0.00161,-0.0064,2.32024,0.01595,0.00017,0.33804,0
934,1471.1,19952,0.98,0.25,0.02784,0.00522,-0.00536,2.30221,0.01555,5e-05,0.33783,0
935,1472.4,19330,1.02,0.25,0.02802,0.00324,-0.00477,2.29908,0.01409,0.00011,0.33783,0
936,1473.6,19972,0.97,0.26,0.02799,0.00098,-0.00601,2.29184,0.01425,0.00011,0.33744,0
937,1474.8,20054,0.98,0.25,0.02473,0.19914,-0.00877,2.27768,0.01456,8e-05,0.33731,0
938,1476.0,20459,0.95,0.25,0.02355,0.05513,-0.00949,2.28337,0.0149,5e-05,0.33752,0
939,1477.3,19895,0.98,0.25,0.0204,0.01911,-0.00981,2.29129,0.01503,3e-05,0.33779,0
940,1478.5,20082,0.97,0.26,0.02204,0.01011,-0.00741,2.29737,0.01228,0.00011,0.33801,0
941,1479.7,20095,0.97,0.25,0.02556,0.00997,-0.00683,2.30615,0.01461,0.00011,0.33833,0
942,1480.9,19835,0.98,0.25,0.02758,0.00319,-0.00739,2.31449,0.01317,0.00011,0.33846,0
943,1482.2,19182,1.02,0.26,0.02736,0.00377,-0.00553,2.31301,0.01568,8e-05,0.33838,0
944,1483.5,19295,1.02,0.25,0.02753,0.00112,-0.00693,2.30489,0.01168,0.00017,0.33796,0
945,1484.8,19490,1.01,0.25,0.02815,0.00083,-0.00601,2.28061,0.0121,0.00011,0.33738,0
946,1486.0,19411,1.02,0.25,0.02817,0.00178,-0.00518,2.25444,0.01655,8e-05,0.33673,0
947,1487.3,19601,1.0,0.25,0.0277,0.18419,-0.00779,2.24395,0.01377,0.00017,0.33693,0
948,1488.5,20300,0.96,0.26,0.02282,0.08058,-0.00999,2.25851,0.01656,5e-05,0.33731,0
949,1489.7,20235,0.95,0.26,0.02115,0.04965,-0.0109,2.27124,0.01562,3e-05,0.33768,0
950,1490.9,19906,0.98,0.26,0.01862,0.01707,-0.00785,2.28158,0.01288,3e-05,0.33794,0
951,1492.2,20042,0.98,0.25,0.02415,0.0072,-0.00679,2.28762,0.01281,0.00011,0.33814,0
952,1493.4,20218,0.98,0.24,0.02663,0.0024,-0.00431,2.28887,0.01321,8e-05,0.33806,0
953,1494.6,20046,0.97,0.25,0.02798,0.0009,-0.00915,2.27569,0.01173,0.00017,0.33743,0
954,1495.8,20211,0.97,0.25,0.02795,0.001,-0.00697,2.23928,0.01616,0.00017,0.33649,0
955,1497.1,19889,0.98,0.25,0.02833,0.00086,-0.0075,2.20569,0.01376,0.00026,0.33564,0
956,1498.3,19815,0.98,0.26,0.02849,0.00097,-0.0073,2.1682,0.01561,0.00026,0.33469,0
957,1499.7,17993,1.04,0.32,0.02847,0.00192,-0.00543,2.13917,0.01533,0.00017,0.33417,0
958,1501.0,18631,1.06,0.26,0.02444,0.15488,-0.00931,2.12904,0.01542,0.00011,0.33418,0
959,1502.2,19805,0.97,0.27,0.02394,0.07749,-0.00996,2.13792,0.01593,3e-05,0.33435,0
960,1503.6,18268,1.08,0.26,0.02233,0.03657,-0.00843,2.14305,0.01286,3e-05,0.33451,0
961,1504.9,19020,1.04,0.26,0.02357,0.00713,-0.00838,2.15051,0.01292,8e-05,0.33471,0
962,1506.1,19368,1.01,0.26,0.02506,0.01419,-0.00513,2.15769,0.01479,8e-05,0.33493,0
963,1507.4,19343,1.01,0.26,0.02752,0.00695,-0.00356,2.16415,0.0147,2e-05,0.33503,0
964,1508.7,19715,0.99,0.26,0.0275,0.00211,-0.00666,2.16537,0.00935,8e-05,0.33502,0
965,1509.9,19770,0.98,0.26,0.02748,0.00213,-0.00543,2.15895,0.01368,0.00017,0.33472,0
966,1511.2,19428,1.01,0.25,0.02819,0.00124,-0.00281,2.14748,0.01262,0.00011,0.33447,0
967,1512.4,19195,1.03,0.25,0.0281,0.00074,-0.00654,2.12745,0.0151,0.00026,0.33366,0
968,1513.7,20026,0.97,0.25,0.02687,0.24413,-0.00869,2.10485,0.01543,0.00011,0.33378,0
969,1514.9,20062,0.96,0.27,0.02304,0.08454,-0.00706,2.11731,0.01698,2e-05,0.33404,0
970,1516.1,19689,0.99,0.26,0.02128,0.04681,-0.00784,2.12319,0.01078,8e-05,0.33428,0
971,1517.4,19587,0.99,0.26,0.0196,0.02366,-0.00872,2.13517,0.01625,2e-05,0.33461,0
972,1518.7,19343,1.02,0.25,0.02468,0.01129,-0.00718,2.14267,0.01291,0.00011,0.33492,0
973,1519.9,19648,1.0,0.26,0.02664,0.00585,-0.00613,2.15255,0.01538,0.00011,0.33516,0
974,1521.3,18458,1.06,0.27,0.02659,0.00193,-0.00462,2.15357,0.01552,0.00011,0.33501,0
975,1522.5,19964,0.97,0.26,0.02785,0.00198,-0.00664,2.13976,0.01271,0.00011,0.33464,0
976,1523.8,19333,1.01,0.26,0.02804,0.00112,-0.00675,2.12184,0.01209,0.00011,0.33407,0
977,1525.0,19073,1.03,0.26,0.02831,0.00216,-0.00674,2.09841,0.01417,0.00017,0.33367,0
978,1526.3,19685,0.99,0.25,0.0284,0.00155,-0.00759,2.08232,0.01524,0.00026,0.33335,0
979,1527.5,20073,0.97,0.25,0.02317,0.29432,-0.00818,2.07063,0.01658,5e-05,0.3334,0
980,1528.8,19870,0.98,0.26,0.02188,0.0689,-0.00996,2.07752,0.01521,5e-05,0.3337,0
981,1530.0,19293,1.01,0.27,0.01805,0.02035,-0.00812,2.08754,0.01481,3e-05,0.33389,0
982,1531.3,19658,1.0,0.25,0.02304,0.00847,-0.00793,2.09235,0.0139,0.00011,0.33403,0
983,1532.5,19676,1.0,0.25,0.02668,0.00376,-0.00553,2.09569,0.01448,8e-05,0.33412,0
984,1533.8,19416,1.0,0.26,0.02764,0.00135,-0.00684,2.09175,0.01125,0.00011,0.33391,0
985,1535.1,19191,1.03,0.25,0.02813,0.0045,-0.00328,2.08038,0.0128,0.00011,0.33375,0
986,1536.3,20301,0.96,0.25,0.02801,0.00075,-0.00739,2.06682,0.01526,0.00017,0.33316,0
987,1537.5,19983,0.98,0.25,0.02845,0.00106,-0.00807,2.03447,0.01599,0.00011,0.33234,0
988,1538.8,19672,0.99,0.26,0.02859,0.00103,-0.00714,2.00329,0.01409,0.00026,0.33135,0
989,1540.0,19617,1.0,0.25,0.02589,0.29186,-0.00779,1.98116,0.01594,0.00017,0.33143,0
990,1541.2,20310,0.94,0.27,0.02326,0.08655,-0.00976,1.99598,0.01666,5e-05,0.33175,0
991,1542.5,19619,0.99,0.26,0.01856,0.03723,-0.00931,2.00493,0.01329,5e-05,0.33197,0
992,1543.7,19400,1.01,0.25,0.02099,0.01602,-0.00816,2.01371,0.01318,8e-05,0.33227,0
993,1545.0,19606,1.0,0.26,0.02563,0.0047,-0.00798,2.02146,0.0137,0.00017,0.33239,0
994,1546.3,19061,1.04,0.25,0.02771,0.00451,-0.00429,2.02236,0.01664,3e-05,0.33239,0
995,1547.5,19688,1.0,0.25,0.02787,0.00216,-0.00655,2.0213,0.00993,0.00011,0.33231,0
996,1548.8,20013,0.98,0.25,0.02809,0.00135,-0.00709,2.00681,0.01512,0.00026,0.33153,0
997,1550.0,19953,0.99,0.25,0.02849,0.00239,-0.00302,1.98326,0.015,8e-05,0.33127,0
998,1551.3,19178,1.03,0.26,0.02832,0.003,-0.00681,1.9781,0.01394,0.00017,0.33126,0
999,1552.6,19132,1.03,0.26,0.02845,0.18035,-0.00789,1.97886,0.01439,8e-05,0.33146,0
1000,1553.8,20258,0.96,0.25,0.02234,0.09489,-0.01041,1.9903,0.01485,3e-05,0.33173,0
1001,1555.2,18227,1.08,0.27,0.02105,0.07155,-0.00878,1.99949,0.01373,0.00011,0.33205,0
