iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,unstable_resets
249,390.3,16566,1.18,0.3,0.01873,0.49087,-0.00256,5.43138,0.01315,0.00026,0.40395,0
250,391.8,15789,1.22,0.34,0.01691,0.11509,-0.01144,5.43958,0.0147,0.00017,0.40425,0
251,393.3,16154,1.23,0.3,0.01076,0.04154,-0.00908,5.44473,0.01437,0.00017,0.40449,0
252,394.9,16004,1.25,0.28,-0.00365,0.02603,-0.00928,5.45496,0.01611,8e-05,0.40489,0
253,396.4,15773,1.25,0.31,0.01075,0.00949,-0.00754,5.46433,0.0166,1e-05,0.40511,0
254,397.9,16459,1.23,0.26,0.016,0.00445,-0.0066,5.46688,0.01057,0.00011,0.40516,0
255,399.4,16341,1.21,0.29,0.01803,0.00304,-0.00639,5.46282,0.01293,0.00017,0.405,0
256,401.2,13915,1.47,0.3,0.01837,0.0012,-0.00775,5.43892,0.01559,0.00038,0.4037,0
257,402.9,14648,1.4,0.28,0.01864,0.00095,-0.00793,5.38274,0.01535,0.00038,0.402,0
258,404.5,15289,1.32,0.29,0.01931,0.00094,-0.00831,5.33112,0.01432,0.00026,0.40081,0
259,406.3,13868,1.48,0.3,0.01923,0.00101,-0.00847,5.28971,0.01306,0.00026,0.3994,0
260,407.7,16946,1.16,0.29,0.01765,0.54274,-0.00716,5.25293,0.01507,0.00038,0.39917,0
261,409.1,17594,1.1,0.29,0.01721,0.05584,-0.00855,5.26374,0.0165,0.00017,0.39976,0
262,410.6,16664,1.19,0.29,-0.00111,0.04007,-0.00914,5.2776,0.01526,0.00017,0.40016,0
263,412.1,16081,1.24,0.29,0.00448,0.01596,-0.00598,5.28307,0.01888,1e-05,0.40025,0
264,413.6,16469,1.22,0.28,0.01411,0.00628,-0.00624,5.28419,0.00918,0.00011,0.40033,0
265,415.0,17674,1.12,0.27,0.01785,0.00293,-0.00804,5.28664,0.0126,0.00011,0.40037,0
266,416.4,17324,1.14,0.27,0.0181,0.00385,-0.00619,5.28229,0.01339,8e-05,0.40022,0
267,418.0,15622,1.27,0.3,0.01891,0.00222,-0.00785,5.27156,0.01344,0.00026,0.39971,0
268,419.6,15618,1.29,0.28,0.01861,0.00295,-0.00474,5.25054,0.01328,0.00011,0.39938,0
269,421.1,16336,1.23,0.28,0.01924,0.00253,-0.00655,5.2414,0.01247,0.00011,0.39921,0
270,422.7,15086,1.29,0.34,0.01851,0.51213,-0.00297,5.23694,0.01249,0.00038,0.39938,0
271,424.2,15994,1.24,0.3,0.01706,0.08832,-0.01242,5.24924,0.01572,0.00017,0.39991,0
272,425.8,15808,1.22,0.34,0.00696,0.03686,-0.01037,5.26225,0.0153,0.00011,0.40032,0
273,427.3,16754,1.17,0.3,0.00091,0.02201,-0.0096,5.27069,0.01422,8e-05,0.40054,0
274,428.7,16895,1.16,0.29,0.01277,0.00701,-0.00705,5.27361,0.01523,3e-05,0.40055,0
275,430.1,17165,1.16,0.28,0.01682,0.00953,-0.00735,5.27469,0.01338,0.00017,0.4006,0
276,431.7,15493,1.29,0.3,0.01766,0.00296,-0.00577,5.27373,0.01393,8e-05,0.40054,0
277,433.3,15692,1.28,0.28,0.01836,0.00135,-0.00835,5.26074,0.01468,0.00026,0.39979,0
278,434.8,16505,1.22,0.27,0.01879,0.00168,-0.00488,5.23217,0.01374,0.00017,0.3991,0
279,436.4,15589,1.3,0.28,0.01899,0.00109,-0.00929,5.19861,0.01395,0.00038,0.39766,0
280,438.0,14947,1.33,0.32,0.01895,0.00158,-0.00324,5.16042,0.01605,8e-05,0.39715,0
281,439.6,15772,1.26,0.3,0.01746,0.35354,-0.00642,5.1513,0.01366,5e-05,0.39709,0
282,441.1,16407,1.2,0.3,0.01681,0.06727,-0.00745,5.15505,0.01458,3e-05,0.39732,0
283,442.6,15575,1.27,0.31,0.00208,0.03809,-0.00822,5.16125,0.01248,0.00017,0.39759,0
284,444.2,15428,1.29,0.3,0.01126,0.01889,-0.00806,5.17,0.01719,2e-05,0.39783,0
285,446.0,14283,1.42,0.3,0.01556,0.00495,-0.00651,5.17226,0.01027,0.00017,0.39786,0
286,447.5,15447,1.3,0.29,0.01768,0.00307,-0.00661,5.16761,0.01454,0.00026,0.39769,0
287,449.2,15132,1.32,0.31,0.01858,0.00132,-0.00826,5.15173,0.01297,0.00017,0.39714,0
288,450.8,14813,1.34,0.31,0.019,0.00107,-0.01023,5.1191,0.01221,0.00017,0.39599,0
289,452.6,14082,1.43,0.32,0.01942,0.00139,-0.00897,5.07659,0.01582,8e-05,0.39491,0
290,454.5,12786,1.57,0.35,0.01938,0.00215,-0.00761,5.05677,0.013,0.00026,0.39451,0
291,456.7,11168,1.87,0.33,0.01848,0.47398,-0.00583,5.04929,0.01347,0.00038,0.39493,0
292,458.2,16146,1.24,0.28,0.01806,0.07365,-0.00848,5.06669,0.01763,5e-05,0.39537,0
293,459.7,16412,1.2,0.3,0.00862,0.04536,-0.0094,5.07367,0.01415,5e-05,0.39558,0
294,461.2,16089,1.25,0.28,0.00472,0.02182,-0.00904,5.07934,0.01448,5e-05,0.39576,0
295,462.9,14645,1.37,0.3,0.01403,0.00889,-0.00841,5.08575,0.01326,0.00011,0.396,0
296,464.5,15171,1.3,0.32,0.01717,0.00399,-0.00787,5.09099,0.01416,0.00017,0.39612,0
297,466.5,12776,1.59,0.33,0.01845,0.00375,-0.00665,5.087,0.0161,8e-05,0.39599,0
298,468.3,13222,1.54,0.32,0.01949,0.00194,-0.00805,5.0795,0.01205,0.00011,0.39582,0
299,470.0,14537,1.38,0.31,0.01945,0.00181,-0.00726,5.06122,0.01506,0.00026,0.395,0
300,471.7,15174,1.34,0.28,0.01965,0.00129,-0.00805,5.02451,0.01481,0.00026,0.39369,0
301,473.3,15066,1.32,0.31,0.01968,0.00155,-0.00586,4.98536,0.01478,0.00026,0.39261,0
302,474.8,15987,1.23,0.31,0.0176,0.23334,-0.00734,4.9671,0.0144,0.00011,0.39261,0
303,476.5,14588,1.34,0.35,0.01657,0.04196,-0.00947,4.97977,0.01412,0.00011,0.39322,0
304,478.4,13392,1.49,0.34,0.00454,0.03757,-0.00965,4.9937,0.01524,0.00011,0.39356,0
305,480.2,13230,1.52,0.34,0.01269,0.02195,-0.01004,5.0033,0.01776,1e-05,0.39381,0
306,482.1,12786,1.56,0.36,0.01782,0.0121,-0.00563,5.00821,0.01051,0.00017,0.39406,0
307,484.0,13267,1.51,0.34,0.01805,0.00469,-0.00613,5.01315,0.01554,8e-05,0.39415,0
308,485.9,12920,1.58,0.32,0.01942,0.00327,-0.00755,5.00961,0.01353,0.00026,0.39397,0
309,487.7,13759,1.48,0.31,0.01986,0.00204,-0.00694,4.99644,0.01405,0.00017,0.39358,0
310,489.4,14071,1.43,0.32,0.02,0.00308,-0.00656,4.98288,0.01256,0.00011,0.39326,0
311,491.1,14353,1.42,0.29,0.02026,0.0019,-0.00546,4.96909,0.01565,8e-05,0.39274,0
312,492.8,14932,1.34,0.31,0.01821,0.38266,-0.0038,4.96185,0.01121,0.00011,0.39279,0
313,494.4,15255,1.34,0.28,0.01786,0.07187,-0.01005,4.97255,0.01517,8e-05,0.39313,0
314,496.1,14363,1.38,0.34,0.01078,0.04754,-0.00911,4.983,0.01436,0.00017,0.39352,0
315,497.9,13375,1.52,0.32,0.00756,0.02188,-0.00782,4.99558,0.01492,5e-05,0.39382,0
316,500.2,10862,1.83,0.43,0.01623,0.01186,-0.00672,5.00048,0.01687,1e-05,0.3939,0
317,502.2,12466,1.57,0.4,0.01883,0.00473,-0.00606,5.00147,0.00822,0.00011,0.39391,0
318,504.0,13792,1.4,0.38,0.01935,0.00822,-0.0055,5.00042,0.01684,2e-05,0.39392,0
319,505.6,14861,1.4,0.25,0.0201,0.00446,-0.00541,5.0005,0.01097,0.00017,0.39392,0
320,507.0,17524,1.14,0.26,0.02025,0.00359,-0.00409,4.99645,0.01414,5e-05,0.39386,0
321,508.5,17065,1.18,0.26,0.02008,0.00343,-0.00745,4.99241,0.01399,0.00026,0.3938,0
322,509.8,18172,1.07,0.28,0.01928,0.32125,-0.00609,4.99312,0.01411,0.00038,0.39429,0
323,511.3,16277,1.21,0.3,0.01687,0.09872,-0.01031,5.01098,0.01625,0.00026,0.39485,0
324,513.2,13391,1.48,0.35,0.01364,0.04882,-0.0076,5.0283,0.01413,0.00011,0.39527,0
325,515.0,13044,1.56,0.33,0.00598,0.02892,-0.00994,5.03693,0.01455,5e-05,0.39553,0
326,517.2,11454,1.75,0.39,0.01474,0.01885,-0.00762,5.04226,0.01418,3e-05,0.39574,0
327,519.0,13339,1.48,0.36,0.01695,0.01286,-0.00774,5.04711,0.01188,0.00017,0.39603,0
328,521.0,12359,1.58,0.41,0.01914,0.00809,-0.00703,5.05407,0.01517,0.00011,0.3962,0
329,523.0,12189,1.68,0.33,0.01854,0.0048,-0.00751,5.05433,0.01352,0.00017,0.39613,0
330,525.0,12810,1.58,0.34,0.01915,0.00439,-0.00624,5.04818,0.01305,8e-05,0.39604,0
331,526.9,12559,1.63,0.32,0.01996,0.00367,-0.00619,5.04413,0.01682,1e-05,0.396,0
332,529.0,11584,1.74,0.38,0.01953,0.00345,-0.00603,5.04079,0.00943,0.00017,0.39586,0
333,530.8,13812,1.43,0.35,0.0178,0.35155,-0.00952,5.03922,0.01622,3e-05,0.39614,0
334,532.5,14557,1.37,0.32,0.01779,0.05703,-0.00811,5.04933,0.01137,0.00017,0.3966,0
335,534.6,11854,1.73,0.34,0.00794,0.0368,-0.00761,5.06192,0.01757,2e-05,0.39693,0
336,536.4,13742,1.45,0.33,0.01167,0.01546,-0.00674,5.06843,0.01318,1e-05,0.39717,0
337,538.1,14093,1.42,0.33,0.01762,0.00868,-0.00592,5.07362,0.01026,0.00011,0.39731,0
338,539.9,13806,1.45,0.33,0.01954,0.00647,-0.00687,5.07466,0.01374,0.00017,0.39731,0
339,541.7,13731,1.44,0.35,0.01999,0.006,-0.00735,5.07391,0.01406,5e-05,0.39735,0
340,543.4,14274,1.43,0.29,0.02024,0.0054,-0.00666,5.07329,0.01318,0.00026,0.3975,0
341,545.2,13368,1.48,0.36,0.01996,0.00204,-0.0072,5.06832,0.0148,0.00017,0.39727,0
342,547.0,13674,1.46,0.33,0.02056,0.0019,-0.00751,5.05421,0.01266,0.00017,0.39686,0
343,548.7,15055,1.34,0.29,0.01946,0.32573,-0.00696,5.04327,0.01346,0.00026,0.39701,0
344,550.3,15333,1.27,0.33,0.01806,0.07443,-0.00852,5.05813,0.01651,5e-05,0.39739,0
345,552.1,13210,1.53,0.33,0.01353,0.03576,-0.00725,5.06267,0.01493,2e-05,0.3974,0
346,553.8,14685,1.39,0.28,0.01059,0.02057,-0.00776,5.06473,0.01336,0.00017,0.39747,0
347,555.5,14628,1.38,0.3,0.01499,0.0085,-0.00871,5.07058,0.01512,8e-05,0.39765,0
348,557.1,15650,1.31,0.26,0.01844,0.0071,-0.00672,5.0743,0.01398,5e-05,0.39774,0
349,558.8,13786,1.52,0.27,0.01948,0.00236,-0.00781,5.06956,0.01155,0.00011,0.3975,0
350,560.3,16456,1.24,0.25,0.02047,0.00196,-0.00709,5.05114,0.01346,0.00026,0.39679,0
351,561.8,16308,1.25,0.26,0.02018,0.00131,-0.00859,5.01962,0.01424,0.00026,0.39562,0
352,563.3,16481,1.22,0.27,0.02054,0.00156,-0.00774,4.97838,0.01417,0.00017,0.39443,0
353,565.2,13459,1.52,0.3,0.02083,0.0024,-0.00777,4.94263,0.01482,0.00017,0.3934,0
354,566.8,15049,1.31,0.33,0.01787,0.24242,-0.00956,4.92427,0.01367,0.00011,0.39335,0
355,568.4,15708,1.27,0.29,0.01735,0.04454,-0.00936,4.93291,0.01701,1e-05,0.39363,0
356,569.9,16140,1.19,0.33,0.00813,0.02662,-0.00733,4.93805,0.01058,0.00017,0.39389,0
357,571.5,14975,1.33,0.31,0.01452,0.01245,-0.00694,4.94499,0.01475,5e-05,0.39406,0
358,573.2,14743,1.37,0.3,0.01826,0.0049,-0.00808,4.94854,0.01367,0.00026,0.39425,0
359,575.3,11805,1.71,0.37,0.01994,0.00392,-0.0067,4.94997,0.01421,8e-05,0.3942,0
360,577.3,12215,1.65,0.36,0.02019,0.00358,-0.00781,4.94259,0.01353,0.00017,0.39367,0
361,579.2,12760,1.65,0.27,0.02052,0.00173,-0.008,4.91945,0.01338,0.00026,0.39269,0
362,580.8,15956,1.28,0.26,0.02069,0.00216,-0.00607,4.88896,0.01282,0.00011,0.39216,0
363,582.3,16349,1.24,0.27,0.02105,0.00324,-0.0053,4.87715,0.01598,2e-05,0.39198,0
364,583.9,15195,1.34,0.28,0.01878,0.28829,-0.00423,4.87629,0.0095,0.00011,0.39216,0
365,585.6,14258,1.38,0.34,0.01765,0.06987,-0.00935,4.88717,0.01571,3e-05,0.39255,0
366,587.2,15802,1.26,0.29,0.01239,0.06664,-0.00905,4.89801,0.01263,0.00017,0.39303,0
367,588.6,17424,1.15,0.26,0.01065,0.03875,-0.00859,4.91476,0.01507,8e-05,0.39332,0
368,590.0,16583,1.21,0.27,0.01606,0.02281,-0.00931,4.92067,0.01509,0.00011,0.39354,0
369,591.7,15074,1.3,0.33,0.01779,0.01267,-0.00693,4.92857,0.01529,8e-05,0.39382,0
370,593.2,15948,1.27,0.27,0.0178,0.00943,-0.00749,4.9332,0.01328,8e-05,0.39389,0
371,594.7,16464,1.23,0.26,0.01931,0.00852,-0.00696,4.93359,0.01456,0.00026,0.39398,0
372,596.1,17307,1.16,0.26,0.01962,0.00553,-0.00687,4.93338,0.01477,8e-05,0.39391,0
373,597.5,17632,1.13,0.26,0.02027,0.00335,-0.00881,4.92271,0.01325,0.00011,0.3935,0
374,599.0,16356,1.23,0.28,0.02074,0.21823,-0.0037,4.91424,0.01636,2e-05,0.39346,0
375,600.7,14459,1.4,0.3,0.01731,0.09337,-0.00818,4.9187,0.01158,0.00011,0.39377,0
376,602.4,14963,1.32,0.32,0.01657,0.03816,-0.00875,4.93184,0.01536,5e-05,0.39412,0
377,604.1,14596,1.37,0.31,0.01141,0.02318,-0.00839,4.93857,0.01507,2e-05,0.39434,0
378,605.9,13071,1.5,0.38,0.01621,0.01099,-0.00833,4.94244,0.01116,0.00017,0.39439,0
379,607.7,13936,1.47,0.29,0.01901,0.00608,-0.00872,4.94227,0.01492,5e-05,0.39438,0
380,609.4,14212,1.43,0.3,0.01942,0.00653,-0.00526,4.93995,0.0143,3e-05,0.39431,0
381,611.1,14269,1.41,0.31,0.02011,0.00238,-0.00794,4.93339,0.01133,0.00017,0.39386,0
382,613.1,12828,1.6,0.32,0.02059,0.00234,-0.00823,4.91163,0.01499,0.00026,0.39318,0
383,614.8,14105,1.37,0.38,0.02107,0.00183,-0.00653,4.89127,0.01539,8e-05,0.39276,0
384,616.7,13021,1.57,0.32,0.02114,0.00245,-0.0077,4.87519,0.01304,0.00026,0.39213,0
385,618.3,15480,1.29,0.3,0.01837,0.18678,-0.009,4.86014,0.01527,0.00011,0.39212,0
386,619.9,15212,1.25,0.36,0.01864,0.03386,-0.00929,4.87032,0.01501,3e-05,0.39244,0
387,621.5,15273,1.32,0.29,0.01335,0.01745,-0.00894,4.87781,0.0111,0.00017,0.39281,0
388,623.1,15000,1.34,0.29,0.01471,0.01438,-0.00907,4.89125,0.01694,2e-05,0.39316,0
389,624.9,13968,1.44,0.32,0.01872,0.00827,-0.00667,4.89739,0.01204,0.00017,0.39331,0
390,626.7,13401,1.52,0.31,0.01944,0.00304,-0.00665,4.89671,0.01349,8e-05,0.39309,0
391,628.4,14988,1.36,0.28,0.02028,0.0024,-0.00829,4.88149,0.01281,0.00017,0.39237,0
392,630.0,15399,1.32,0.28,0.02109,0.00292,-0.00643,4.85699,0.01322,0.00017,0.39174,0
393,631.5,15902,1.26,0.29,0.0211,0.00165,-0.00693,4.82643,0.01549,0.00038,0.39053,0
394,633.5,12677,1.63,0.31,0.02134,0.00286,0.00061,4.79417,0.02158,1e-05,0.3902,0
395,635.1,14965,1.38,0.27,0.02023,0.27312,-0.00387,4.79269,0.00971,0.00011,0.39028,0
396,636.5,17026,1.19,0.25,0.01815,0.05978,-0.00925,4.79892,0.01344,0.00011,0.39051,0
397,638.1,16358,1.21,0.3,0.01514,0.01997,-0.00892,4.80539,0.01577,3e-05,0.39065,0
398,639.6,15436,1.32,0.27,0.01189,0.01307,-0.00837,4.80635,0.01231,0.00017,0.39075,0
399,641.4,14395,1.4,0.31,0.01786,0.00805,-0.00701,4.80961,0.01407,5e-05,0.39089,0
400,643.1,14586,1.38,0.3,0.02029,0.00695,-0.00802,4.81053,0.01493,2e-05,0.39092,0
401,644.8,14148,1.43,0.3,0.02004,0.00376,-0.00655,4.81004,0.01179,0.00017,0.39093,0
402,646.5,14621,1.38,0.3,0.02062,0.00351,-0.00599,4.80759,0.01254,0.00011,0.39088,0
403,648.2,13913,1.45,0.31,0.02072,0.00434,-0.00658,4.80115,0.0131,0.00017,0.39065,0
404,650.1,13497,1.51,0.31,0.02114,0.00189,-0.00837,4.78428,0.01218,0.00017,0.38993,0
405,652.7,9186,2.22,0.46,0.02087,0.00168,-0.00788,4.75361,0.01538,0.00017,0.38894,0
406,654.6,12920,1.62,0.28,0.01798,0.2344,-0.00862,4.7362,0.01619,3e-05,0.3889,0
407,656.4,14059,1.34,0.41,0.01773,0.04364,-0.00795,4.74254,0.01367,0.00017,0.38923,0
408,658.3,13146,1.47,0.39,0.01191,0.02128,-0.00622,4.75194,0.01853,1e-05,0.38939,0
409,659.9,14843,1.35,0.3,0.01454,0.00996,-0.00651,4.7545,0.00989,0.00011,0.38951,0
410,661.9,12433,1.48,0.5,0.01943,0.00313,-0.00844,4.75436,0.01451,0.00017,0.38949,0
411,663.5,15153,1.29,0.33,0.02075,0.00356,-0.00857,4.74704,0.01456,0.00017,0.38922,0
412,665.1,15575,1.3,0.28,0.02103,0.00252,-0.00603,4.73515,0.01449,0.00017,0.3889,0
413,666.6,15830,1.26,0.29,0.02139,0.00614,-0.0039,4.72609,0.0145,5e-05,0.38881,0
414,668.4,14363,1.45,0.26,0.02128,0.00199,-0.00686,4.71903,0.0123,0.00026,0.38822,0
415,669.9,15483,1.29,0.3,0.02165,0.00155,-0.0048,4.69291,0.01645,8e-05,0.3876,0
416,671.6,15063,1.36,0.28,0.01983,0.17807,-0.00524,4.68268,0.01373,5e-05,0.38755,0
417,672.9,18379,1.06,0.27,0.01823,0.05003,-0.00649,4.69206,0.01628,1e-05,0.38788,0
418,674.4,16211,1.23,0.28,0.01649,0.02629,-0.00789,4.69909,0.01215,8e-05,0.38808,0
419,676.1,14820,1.34,0.31,0.0143,0.00859,-0.00823,4.7076,0.01505,0.00017,0.38839,0
420,677.8,14560,1.41,0.28,0.01868,0.00446,-0.00834,4.70996,0.01461,5e-05,0.3884,0
421,679.4,15553,1.29,0.29,0.02106,0.00296,-0.00726,4.70053,0.01371,0.00026,0.38793,0
422,680.9,15534,1.32,0.27,0.02146,0.00306,-0.00318,4.68277,0.02335,1e-05,0.38776,0
423,682.6,15046,1.36,0.28,0.02109,0.00116,-0.00766,4.67448,0.00791,0.00011,0.3872,0
424,684.0,16716,1.18,0.29,0.02163,0.00173,-0.00613,4.63657,0.01586,0.00011,0.38596,0
425,685.5,16430,1.23,0.27,0.02196,0.00132,-0.0079,4.60137,0.01259,0.00017,0.38482,0
426,687.1,15490,1.33,0.25,0.02202,0.00142,-0.00912,4.55467,0.01474,0.00017,0.38334,0
427,688.5,18099,1.1,0.26,0.01828,0.16371,-0.01019,4.52767,0.01485,0.00011,0.38334,0
428,690.0,16137,1.26,0.27,0.01786,0.03975,-0.01062,4.53973,0.01734,1e-05,0.38376,0
429,691.4,17649,1.12,0.27,0.01122,0.0218,-0.00767,4.54478,0.01037,0.00011,0.38395,0
430,693.1,14840,1.31,0.35,0.01628,0.01547,-0.00604,4.55335,0.01795,1e-05,0.38417,0
431,694.8,14108,1.43,0.31,0.01921,0.01357,-0.00679,4.55701,0.01071,0.00011,0.38435,0
432,696.6,13793,1.49,0.29,0.02088,0.00637,-0.0054,4.56319,0.01458,5e-05,0.38451,0
433,698.2,14916,1.37,0.28,0.02128,0.00245,-0.00827,4.56045,0.01394,0.00026,0.38431,0
434,699.7,17141,1.16,0.27,0.02193,0.00272,-0.00449,4.54632,0.01531,8e-05,0.38408,0
435,701.2,15884,1.26,0.28,0.02195,0.00218,-0.00542,4.53436,0.01531,0.00017,0.38353,0
436,702.8,15558,1.3,0.28,0.02186,0.00145,-0.00865,4.50927,0.01559,0.00026,0.38271,0
437,704.3,16553,1.19,0.29,0.01972,0.22905,-0.00815,4.49087,0.01389,0.00011,0.38282,0
438,705.8,15702,1.3,0.27,0.01886,0.05119,-0.01066,4.50621,0.01548,0.00011,0.38346,0
439,707.2,17898,1.12,0.25,0.01325,0.02767,-0.00989,4.52073,0.01482,0.00017,0.38394,0
440,708.8,15263,1.14,0.47,0.01375,0.01443,-0.00995,4.53652,0.0147,0.00011,0.38449,0
441,710.3,16955,1.19,0.26,0.01851,0.00828,-0.005,4.54861,0.01569,3e-05,0.38475,0
442,711.7,16730,1.15,0.32,0.02046,0.00864,-0.00672,4.55108,0.01248,0.00017,0.38492,0
443,713.4,14586,1.38,0.31,0.0218,0.00275,-0.00619,4.55399,0.01538,8e-05,0.38497,0
444,715.0,15492,1.3,0.29,0.02183,0.00175,-0.0077,4.54347,0.01407,0.00026,0.38446,0
445,716.5,16602,1.21,0.27,0.02166,0.00265,-0.00536,4.52433,0.01434,0.00017,0.38425,0
446,718.3,14003,1.22,0.53,0.02218,0.0018,-0.00626,4.51641,0.01461,0.00026,0.3839,0
447,719.6,17955,1.1,0.27,0.02173,0.21692,-0.00269,4.50349,0.01534,5e-05,0.38393,0
448,721.0,18438,1.03,0.31,0.01844,0.08005,-0.01001,4.51117,0.01349,0.00017,0.38444,0
449,722.4,17170,1.1,0.33,0.01807,0.02899,-0.00924,4.52647,0.0138,8e-05,0.38475,0
450,723.8,16845,1.21,0.25,0.01218,0.02159,-0.00735,4.53336,0.01335,5e-05,0.38494,0
451,725.2,18050,1.11,0.25,0.01575,0.0126,-0.0063,4.5393,0.01704,1e-05,0.38511,0
452,726.7,16071,1.26,0.27,0.02022,0.00606,-0.00525,4.54143,0.01034,0.00011,0.38515,0
453,728.2,16303,1.17,0.34,0.0211,0.00665,-0.0065,4.54023,0.01359,5e-05,0.38516,0
454,729.7,16708,1.18,0.29,0.02177,0.00411,-0.00652,4.53604,0.01425,0.00026,0.38483,0
455,731.4,14762,1.35,0.31,0.02194,0.00281,-0.00598,4.52241,0.01526,0.00017,0.38468,0
456,732.8,17329,1.16,0.25,0.02218,0.00143,-0.00676,4.50768,0.01307,0.00017,0.38404,0
457,734.6,14053,1.44,0.31,0.02228,0.00204,-0.00787,4.47174,0.01549,0.00011,0.38308,0
458,736.1,15679,1.23,0.34,0.01914,0.2949,-0.009,4.46369,0.01449,0.00017,0.38338,0
459,737.7,15308,1.06,0.55,0.01836,0.049,-0.00688,4.4801,0.01893,1e-05,0.38366,0
460,739.1,18268,1.1,0.25,0.01015,0.01977,-0.00721,4.48408,0.00838,0.00011,0.3838,0
461,740.8,14133,1.2,0.54,0.01474,0.00931,-0.00843,4.49062,0.01511,5e-05,0.38397,0
462,742.2,17696,1.11,0.28,0.02119,0.00633,-0.00631,4.49379,0.01613,1e-05,0.38407,0
463,743.6,17494,1.15,0.26,0.02194,0.00752,-0.00614,4.49428,0.01147,0.00011,0.3841,0
464,745.1,15966,1.29,0.25,0.022,0.00337,-0.00574,4.49101,0.01488,0.00026,0.38392,0
465,746.6,17440,1.14,0.27,0.02204,0.00359,-0.00095,4.4803,0.01856,3e-05,0.38386,0
466,748.1,16206,1.26,0.26,0.02195,0.00278,-0.00454,4.47598,0.01197,0.00017,0.38372,0
467,749.5,16997,1.15,0.3,0.02219,0.00145,-0.00944,4.45262,0.0155,0.00011,0.38272,0
468,751.1,15484,1.33,0.25,0.0213,0.35862,-0.00614,4.43399,0.01313,0.00017,0.38274,0
469,752.7,15048,1.27,0.36,0.01893,0.08341,-0.01069,4.44651,0.01466,0.00011,0.38322,0
470,754.7,12712,1.34,0.59,0.01336,0.03478,-0.00887,4.45969,0.01537,5e-05,0.38355,0
471,756.3,15021,1.34,0.3,0.00986,0.02152,-0.00826,4.46659,0.01332,8e-05,0.38368,0
472,758.1,13680,1.49,0.31,0.01935,0.00886,-0.00622,4.46801,0.01372,3e-05,0.38372,0
473,759.7,15304,1.32,0.29,0.02026,0.00759,-0.00683,4.4694,0.01222,0.00017,0.38385,0
474,761.3,15884,1.3,0.25,0.02184,0.00343,-0.00782,4.46914,0.015,0.00011,0.38384,0
475,762.6,18651,1.07,0.25,0.02179,0.00158,-0.00802,4.4532,0.01237,0.00017,0.38302,0
476,764.0,17530,1.14,0.26,0.02225,0.00096,-0.00998,4.40956,0.01516,0.00026,0.38122,0
477,765.4,16720,1.22,0.25,0.02259,0.00118,-0.01006,4.35517,0.0142,0.00026,0.37989,0
478,766.8,17665,1.14,0.25,0.02275,0.00313,-0.00116,4.32405,0.01916,2e-05,0.37954,0
479,768.3,16673,1.24,0.24,0.01937,0.18691,-0.00595,4.32397,0.0115,0.00011,0.37978,0
480,769.6,19004,1.05,0.24,0.0176,0.04953,-0.00866,4.33648,0.01344,8e-05,0.38007,0
481,771.1,16884,1.2,0.25,0.01305,0.03265,-0.0054,4.34081,0.01655,2e-05,0.38014,0
482,772.6,16306,1.23,0.28,0.01692,0.00775,-0.00596,4.3424,0.01031,0.00011,0.38022,0
483,774.1,15661,1.31,0.26,0.02098,0.01011,-0.00421,4.3434,0.0163,2e-05,0.38025,0
484,775.5,17475,1.14,0.27,0.022,0.00682,-0.00524,4.34488,0.01459,1e-05,0.3803,0
485,777.1,16062,1.26,0.27,0.02198,0.00288,-0.00538,4.34424,0.00885,0.00011,0.3802,0
486,778.6,15743,1.29,0.27,0.02263,0.00191,-0.00633,4.33402,0.01285,8e-05,0.37984,0
487,780.0,18671,1.07,0.25,0.02279,0.00128,-0.00835,4.31391,0.01298,0.00026,0.37901,0
488,781.3,18060,1.11,0.25,0.02253,0.00144,-0.00475,4.28291,0.01513,8e-05,0.37843,0
489,782.8,16850,1.21,0.25,0.02101,0.3115,-0.00693,4.26966,0.01385,5e-05,0.37827,0
490,784.0,19512,1.01,0.25,0.01921,0.06897,-0.00682,4.27429,0.01628,1e-05,0.37849,0
491,785.3,18759,1.06,0.25,0.01204,0.02865,-0.00723,4.28031,0.00976,0.00011,0.37879,0
492,786.8,16598,1.22,0.26,0.01429,0.01331,-0.00703,4.29249,0.01539,5e-05,0.37912,0
493,788.2,17350,1.16,0.25,0.01968,0.00685,-0.00484,4.29706,0.01453,2e-05,0.37919,0
494,789.7,17412,1.13,0.28,0.02069,0.00973,-0.0046,4.29712,0.01365,2e-05,0.37918,0
495,791.1,16599,1.24,0.24,0.02251,0.00405,-0.00593,4.29591,0.01034,0.00011,0.37908,0
496,792.5,18402,1.08,0.26,0.02262,0.0036,-0.00547,4.28886,0.01552,0.00026,0.37894,0
497,794.1,15203,1.11,0.5,0.02216,0.00137,-0.00659,4.27316,0.01525,0.00017,0.37828,0
498,795.4,18975,1.05,0.24,0.02225,0.00166,-0.0074,4.24185,0.01585,8e-05,0.37757,0
499,796.7,18205,1.11,0.24,0.02293,0.20512,-0.00805,4.23234,0.01305,0.00026,0.37789,0
500,798.1,18880,1.04,0.26,0.01915,0.08993,-0.00802,4.25019,0.02098,1e-05,0.37828,0
501,799.5,16823,1.22,0.24,0.01828,0.03706,-0.0075,4.25455,0.01101,0.00011,0.37843,0
