iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,ep_tracking_lin_vel,ep_tracking_ang_vel,ep_lin_vel_z,ep_ang_vel_xy,ep_orientation,ep_base_height,ep_torques,ep_torque_limits,ep_dof_vel,ep_dof_acc,ep_action_rate,ep_dof_pos_limits,ep_alive,ep_hip_pos,ep_contact,ep_feet_swing_height,ep_contact_no_vel,ep_stand_still,ep_termination,ep_length_s,unstable_resets
1950,801.0,14592,1.33,0.35,0.02863,0.01052,-0.00685,-1.53381,0.01372,2e-05,0.24939,0.84798,0.40356,-0.01402,-0.01742,-0.00909,-0.00131,-0.02563,-0.00155,-0.02287,-0.01215,-0.02581,-0.00046,0.14194,-0.01991,0.31275,-0.02177,-0.01335,-0.01184,-0.02462,18.92537,0
1951,802.7,14839,1.34,0.32,0.03115,0.00288,-0.00554,-1.52787,0.01398,3e-05,0.2495,0.83058,0.3985,-0.01402,-0.01635,-0.00842,-0.00114,-0.02425,-0.00122,-0.02092,-0.012,-0.02492,-0.00037,0.1391,-0.0176,0.30651,-0.02389,-0.01162,-0.02672,-0.02033,18.54697,0
1952,804.3,14754,1.32,0.35,0.03212,0.0014,-0.00579,-1.52412,0.01373,8e-05,0.24955,0.86346,0.41091,-0.01291,-0.01671,-0.00883,-0.0014,-0.02428,-0.00112,-0.02126,-0.01229,-0.02524,-0.00051,0.14327,-0.01948,0.31599,-0.02573,-0.01125,-0.02131,-0.04167,19.10333,0
1953,805.9,15262,1.31,0.3,0.033,0.00097,-0.00364,-1.52427,0.01278,0.00011,0.24947,0.90422,0.42554,-0.01365,-0.01737,-0.00836,-0.00071,-0.02718,-0.00162,-0.02497,-0.01277,-0.02736,-0.00014,0.15,-0.01948,0.33275,-0.02268,-0.01582,-0.02234,0.0,20.0,0
1954,807.6,14711,1.32,0.35,0.03315,0.00224,-0.00245,-1.52653,0.01329,8e-05,0.24947,0.90366,0.4241,-0.01432,-0.01778,-0.00889,-0.00076,-0.0285,-0.0019,-0.0279,-0.01427,-0.02822,-0.00041,0.15,-0.018,0.33072,-0.01824,-0.01823,0.0,0.0,20.0,0
1955,809.2,15288,1.3,0.31,0.03298,0.00037,-0.00683,-1.52875,0.01325,0.00017,0.24921,0.68765,0.36604,-0.01669,-0.01783,-0.01408,-0.00342,-0.02234,-0.00145,-0.01738,-0.01037,-0.0235,-0.00018,0.1323,-0.01474,0.27774,-0.02697,-0.0124,-0.14335,-0.2,17.64,0
1956,810.9,14280,1.34,0.38,0.03329,0.00032,-0.00654,-1.54578,0.01529,0.00026,0.24873,0.90674,0.41851,-0.0139,-0.01749,-0.00902,-0.00044,-0.02896,-0.00131,-0.02651,-0.01447,-0.02756,-3e-05,0.15,-0.01614,0.3366,-0.01635,-0.01489,0.0,0.0,20.0,0
1957,812.6,14854,1.33,0.32,0.03331,0.00043,-0.00295,-1.56577,0.01449,0.00017,0.24834,,,,,,,,,,,,,,,,,,,,,0
1958,814.3,14595,1.34,0.34,0.02865,0.14525,-0.00914,-1.57502,0.01559,8e-05,0.24836,0.91723,0.43044,-0.01295,-0.01728,-0.00795,-0.0009,-0.02567,-0.00123,-0.02247,-0.01278,-0.02669,-0.00019,0.15,-0.0193,0.33207,-0.02611,-0.01225,-0.03345,0.0,20.0,0
1959,815.9,15314,1.25,0.35,0.02836,0.06664,-0.00957,-1.56588,0.0165,2e-05,0.24852,0.76232,0.36141,-0.01222,-0.01533,-0.00701,-0.00147,-0.02177,-0.00128,-0.01938,-0.01088,-0.0231,-0.00048,0.12714,-0.0158,0.281,-0.02077,-0.01154,-0.01822,-0.04,16.952,0
1960,817.6,14504,1.36,0.34,0.02753,0.01622,-0.00884,-1.55929,0.01341,3e-05,0.24867,0.79859,0.38019,-0.01339,-0.0163,-0.00863,-0.00133,-0.02365,-0.00133,-0.02068,-0.0115,-0.02413,-0.0005,0.13422,-0.01931,0.29575,-0.02255,-0.01232,-0.01825,-0.03944,17.89614,0
1961,819.2,14984,1.29,0.35,0.0283,0.00955,-0.00588,-1.55199,0.01486,2e-05,0.24878,0.82231,0.39364,-0.0148,-0.01656,-0.00876,-0.00148,-0.02457,-0.00142,-0.02171,-0.01193,-0.02488,-0.0007,0.13869,-0.01834,0.303,-0.02406,-0.01303,-0.03413,-0.03548,18.49137,0
1962,820.9,14999,1.34,0.3,0.03157,0.00398,-0.0055,-1.54581,0.01333,0.00011,0.24894,0.80849,0.38761,-0.01332,-0.01588,-0.008,-0.00141,-0.02423,-0.00162,-0.02168,-0.01177,-0.02448,-0.00034,0.13565,-0.0168,0.29838,-0.02234,-0.01283,-0.02135,-0.02778,18.08667,0
1963,822.5,14999,1.29,0.35,0.0327,0.00189,-0.0051,-1.53847,0.01476,8e-05,0.24904,0.88793,0.42597,-0.01573,-0.01807,-0.00858,-0.00082,-0.02657,-0.00154,-0.02414,-0.01229,-0.02761,-0.00023,0.15,-0.02117,0.33269,-0.02105,-0.01517,0.0,0.0,20.0,0
1964,824.1,15005,1.32,0.32,0.0325,0.00345,-0.00512,-1.53462,0.01474,5e-05,0.24912,0.7692,0.36843,-0.01432,-0.01694,-0.00941,-0.00125,-0.02227,-0.00107,-0.019,-0.01172,-0.02285,-0.00048,0.13061,-0.01863,0.2886,-0.02468,-0.00982,-0.0121,-0.03333,17.415,0
1965,825.8,14525,1.34,0.35,0.03293,0.00145,-0.00422,-1.52762,0.01236,0.00011,0.24923,0.46021,0.23269,-0.02201,-0.01227,-0.01197,-0.0018,-0.01464,-0.00061,-0.01328,-0.00804,-0.01562,-0.00103,0.08423,-0.00995,0.18279,-0.01464,-0.00674,0.0,-0.1,11.23,0
1966,827.5,15166,1.32,0.3,0.03306,0.00047,-0.00612,-1.5274,0.01277,0.00017,0.24899,0.03047,0.02786,-0.00373,-0.00569,-0.00953,-0.00273,-0.00345,-5e-05,-0.0028,-0.00141,-0.00314,0.0,0.0153,-0.0049,0.02754,-0.00139,-0.00303,0.0,-0.2,2.04,0
1967,829.2,14395,1.35,0.36,0.03319,0.00031,-0.00736,-1.54745,0.01489,0.00017,0.24853,0.75497,0.3662,-0.01316,-0.01714,-0.01085,-0.00373,-0.02899,-0.00356,-0.02464,-0.01156,-0.02661,-0.00018,0.12945,-0.01503,0.28008,-0.01288,-0.02434,0.0,-0.2,17.26,0
1968,830.8,15149,1.28,0.35,0.03157,0.09855,-0.00793,-1.55975,0.01733,8e-05,0.24854,0.94317,0.43965,-0.00775,-0.01301,-0.00488,-0.00084,-0.02219,-8e-05,-0.01365,-0.01027,-0.02507,0.0,0.15,-0.00865,0.33012,-0.03898,-0.00568,-0.139,0.0,20.0,0
1969,832.4,14802,1.33,0.33,0.02739,0.07757,-0.00871,-1.55253,0.01372,3e-05,0.24869,0.89965,0.42758,-0.01272,-0.01947,-0.00872,-0.00141,-0.02265,-0.00052,-0.02154,-0.01354,-0.02662,-6e-05,0.15,-0.02883,0.32994,-0.03265,-0.00808,0.0,0.0,20.0,0
1970,834.1,15256,1.28,0.33,0.02755,0.01871,-0.00764,-1.54497,0.01466,2e-05,0.24885,0.8094,0.38783,-0.01355,-0.01653,-0.00879,-0.00151,-0.02419,-0.00149,-0.02149,-0.01172,-0.02479,-0.0005,0.13642,-0.01884,0.30037,-0.02203,-0.01286,-0.01132,-0.05093,18.1888,0
1971,835.7,14596,1.37,0.32,0.0285,0.01338,-0.0069,-1.53859,0.01463,1e-05,0.24895,0.79259,0.37973,-0.01225,-0.01585,-0.00854,-0.00145,-0.02229,-0.00119,-0.01903,-0.01126,-0.0234,-0.00039,0.13261,-0.01778,0.29074,-0.02452,-0.01034,-0.02725,-0.04806,17.68114,0
1972,837.4,14848,1.3,0.36,0.03081,0.00997,-0.00512,-1.53409,0.01026,5e-05,0.24907,0.83301,0.3999,-0.01347,-0.01709,-0.00868,-0.00137,-0.02458,-0.00137,-0.02196,-0.01232,-0.02513,-0.00039,0.14031,-0.01792,0.30912,-0.02359,-0.01319,-0.029,-0.02968,18.70781,0
1973,839.0,14965,1.34,0.3,0.03243,0.00276,-0.00655,-1.52617,0.01376,5e-05,0.24922,0.81745,0.39406,-0.01451,-0.01714,-0.00849,-0.0012,-0.02363,-0.00121,-0.02209,-0.0126,-0.02519,-0.0003,0.13835,-0.02035,0.30452,-0.02344,-0.01244,-0.02256,-0.02222,18.44667,0
1974,840.7,15143,1.28,0.34,0.03245,0.001,-0.008,-1.52421,0.01141,0.00011,0.24914,0.76274,0.36546,-0.01129,-0.01571,-0.01006,-0.0025,-0.02286,-0.00184,-0.01603,-0.00988,-0.02242,-0.00069,0.12739,-0.01648,0.2772,-0.02727,-0.01095,-0.03323,-0.1,16.985,0
1975,842.3,14792,1.35,0.32,0.03307,0.00073,-0.00448,-1.52799,0.01325,5e-05,0.24906,0.9079,0.42826,-0.01141,-0.01769,-0.0088,-0.00101,-0.02518,-0.0013,-0.02133,-0.01218,-0.02684,-2e-05,0.15,-0.01474,0.33246,-0.02815,-0.0133,-0.07532,0.0,20.0,0
1976,844.0,14410,1.35,0.36,0.03301,0.00117,-0.00403,-1.53209,0.01322,0.00011,0.24892,0.84797,0.41624,-0.02053,-0.01746,-0.01069,-0.00138,-0.02602,-0.00109,-0.02275,-0.0126,-0.02571,-0.00056,0.14568,-0.01904,0.31925,-0.02416,-0.01304,-0.02964,-0.04,19.424,0
1977,845.7,15013,1.32,0.32,0.03305,0.00067,-0.00514,-1.5394,0.01442,0.00011,0.24869,0.7229,0.35229,-0.01169,-0.01488,-0.00882,-0.00214,-0.02002,-0.00062,-0.01524,-0.01048,-0.0213,-0.00056,0.12457,-0.02532,0.2682,-0.02676,-0.00786,-0.07472,-0.1,16.61,0
1978,847.4,14509,1.35,0.35,0.03328,0.00036,-0.00772,-1.55189,0.01198,0.00017,0.24823,,,,,,,,,,,,,,,,,,,,,0
1979,849.0,15418,1.28,0.32,0.02721,0.16261,-0.00698,-1.56244,0.01619,8e-05,0.24823,,,,,,,,,,,,,,,,,,,,,0
1980,850.7,14408,1.36,0.35,0.02752,0.05016,-0.00984,-1.55361,0.01311,3e-05,0.24837,0.85178,0.40442,-0.01376,-0.01758,-0.00879,-0.0012,-0.02479,-0.00129,-0.02324,-0.01272,-0.0255,-0.00053,0.14185,-0.01821,0.31484,-0.02101,-0.01378,-0.00969,-0.02296,18.91356,0
1981,852.3,14708,1.33,0.34,0.02569,0.01898,-0.00876,-1.54382,0.01424,8e-05,0.24867,0.84017,0.40171,-0.01318,-0.01681,-0.00866,-0.00122,-0.02423,-0.00129,-0.02148,-0.01212,-0.02513,-0.00032,0.14072,-0.01801,0.3113,-0.02392,-0.01237,-0.02719,-0.02592,18.7621,0
1982,853.9,15215,1.33,0.29,0.02819,0.00458,-0.00658,-1.5296,0.01438,3e-05,0.24883,0.82301,0.3946,-0.01414,-0.01628,-0.00887,-0.00128,-0.02424,-0.00147,-0.02135,-0.01206,-0.02474,-0.00051,0.13881,-0.01867,0.30494,-0.0229,-0.01309,-0.02345,-0.03314,18.50739,0
1983,855.6,14686,1.32,0.36,0.03077,0.00215,-0.0074,-1.52469,0.01266,0.00011,0.24889,0.81458,0.38826,-0.01401,-0.01714,-0.00842,-0.00133,-0.02354,-0.00139,-0.02136,-0.01212,-0.02429,-0.00047,0.13677,-0.01914,0.30149,-0.02368,-0.01216,-0.01861,-0.02778,18.23571,0
1984,857.3,14540,1.36,0.33,0.03211,0.00071,-0.00518,-1.52154,0.01521,0.00011,0.24883,0.82271,0.39414,-0.01561,-0.01583,-0.00862,-0.00124,-0.02462,-0.0012,-0.02063,-0.01167,-0.02471,-0.00034,0.13855,-0.01705,0.30362,-0.02266,-0.01206,-0.05082,-0.02821,18.47333,0
1985,859.1,13859,1.43,0.35,0.03298,0.00056,-0.00543,-1.52497,0.01323,8e-05,0.24874,0.87872,0.42555,-0.01702,-0.01897,-0.00953,-0.00126,-0.02495,-0.00125,-0.02343,-0.01338,-0.02656,-0.00063,0.15,-0.02686,0.33188,-0.02606,-0.01258,0.0,0.0,20.0,0
1986,860.7,14960,1.32,0.33,0.03312,0.00036,-0.00696,-1.5342,0.0137,0.00017,0.24837,0.88248,0.41972,-0.01434,-0.01796,-0.00628,-0.00089,-0.02576,-0.00241,-0.0244,-0.01318,-0.02786,-0.0,0.15,-0.01158,0.33138,-0.02126,-0.01672,0.0,0.0,20.0,0
1987,862.4,14659,1.33,0.34,0.03308,0.00031,-0.00474,-1.55443,0.01664,0.00017,0.24792,0.78769,0.38403,-0.02634,-0.01957,-0.01228,-0.00201,-0.02635,-0.00225,-0.02901,-0.01491,-0.02686,-0.00112,0.14055,-0.01829,0.31122,-0.01563,-0.01776,0.0,-0.06667,18.74,0
1988,864.0,15051,1.28,0.35,0.03326,0.00211,-0.00168,-1.56587,0.01578,8e-05,0.24786,0.91089,0.42655,-0.01394,-0.01845,-0.0063,-0.0009,-0.02422,-0.00115,-0.02006,-0.01163,-0.02568,-0.00018,0.15,-0.02623,0.33012,-0.03124,-0.01289,-0.06798,0.0,20.0,0
1989,865.7,14520,1.36,0.33,0.03018,0.20365,-0.00785,-1.56412,0.0133,5e-05,0.24796,,,,,,,,,,,,,,,,,,,,,0
1990,867.3,15426,1.25,0.34,0.02702,0.10268,-0.01076,-1.55599,0.01821,1e-05,0.24809,0.74772,0.36248,-0.01072,-0.0183,-0.00931,-0.00224,-0.02141,-0.00164,-0.02026,-0.01111,-0.02184,-0.00206,0.12487,-0.01452,0.27252,-0.02104,-0.01282,0.0,-0.1,16.65,0
1991,869.0,15067,1.35,0.28,0.02744,0.03732,-0.00792,-1.55213,0.01268,2e-05,0.24815,0.83983,0.40141,-0.01332,-0.0164,-0.00867,-0.0012,-0.02447,-0.00139,-0.02103,-0.01204,-0.02488,-0.0005,0.14072,-0.01751,0.30865,-0.02444,-0.01193,-0.03852,-0.02738,18.76273,0
1992,870.6,14806,1.33,0.33,0.02731,0.0098,-0.00718,-1.54674,0.01337,8e-05,0.24833,0.80048,0.3837,-0.01345,-0.01598,-0.00856,-0.00137,-0.02399,-0.00158,-0.02138,-0.01182,-0.02427,-0.00054,0.13481,-0.01779,0.2971,-0.02126,-0.01342,-0.016,-0.04111,17.97492,0
1993,872.2,15038,1.33,0.31,0.02996,0.00577,-0.00536,-1.53749,0.01552,2e-05,0.24846,0.75218,0.36368,-0.01496,-0.01553,-0.00928,-0.00162,-0.02271,-0.00137,-0.01988,-0.0112,-0.02306,-0.00083,0.12897,-0.01813,0.28213,-0.02108,-0.01233,-0.0319,-0.0586,17.19554,0
1994,874.0,14294,1.39,0.33,0.03164,0.00152,-0.00597,-1.53316,0.01087,8e-05,0.24857,0.73826,0.35818,-0.0145,-0.01488,-0.00898,-0.00166,-0.02243,-0.00125,-0.01957,-0.01112,-0.02265,-0.00074,0.12644,-0.01694,0.27606,-0.02058,-0.01232,-0.01988,-0.06111,16.85889,0
1995,875.6,15326,1.3,0.31,0.03275,0.00067,-0.00623,-1.53194,0.01393,0.00017,0.24849,0.79852,0.38812,-0.01381,-0.01651,-0.00811,-0.00135,-0.02345,-0.00138,-0.02323,-0.01307,-0.02478,-0.00072,0.13695,-0.0159,0.30353,-0.02198,-0.01268,-0.05989,-0.025,18.26,0
1996,877.4,13466,1.48,0.34,0.0331,0.00076,-0.00601,-1.53753,0.01498,8e-05,0.24837,0.92267,0.44248,-0.00995,-0.01418,-0.00754,-0.0006,-0.02383,-0.0008,-0.01699,-0.01163,-0.02469,-5e-05,0.15,-0.01308,0.3276,-0.03164,-0.00708,-0.14469,0.0,20.0,0
1997,879.0,15350,1.27,0.33,0.03318,0.00048,-0.00621,-1.54452,0.01431,0.00017,0.24809,0.88992,0.43632,-0.01323,-0.01733,-0.00768,-0.00081,-0.02943,-0.00228,-0.02452,-0.01226,-0.02777,0.0,0.15,-0.01747,0.3384,-0.02067,-0.01491,0.0,0.0,20.0,0
1998,880.6,14929,1.32,0.33,0.03317,0.00085,-0.00587,-1.55503,0.01295,0.00011,0.24796,0.8985,0.43789,-0.01212,-0.01377,-0.00979,-0.00069,-0.02604,-0.0009,-0.0223,-0.01167,-0.02653,-0.00013,0.15,-0.0113,0.33156,-0.02334,-0.01395,-0.16795,0.0,20.0,0
1999,882.2,15318,1.28,0.32,0.03315,0.12121,-0.0081,-1.55734,0.01346,5e-05,0.24803,0.9092,0.4299,-0.01244,-0.01673,-0.0082,-0.00082,-0.02552,-0.00112,-0.02229,-0.01296,-0.02646,-0.00016,0.15,-0.01837,0.33246,-0.02535,-0.01221,-0.03207,0.0,20.0,0
2000,883.9,15507,1.29,0.29,0.0262,0.09424,-0.00785,-1.55094,0.01712,1e-05,0.24812,0.73457,0.38123,-0.05153,-0.01797,-0.01722,-0.00408,-0.02581,-0.00314,-0.02567,-0.01378,-0.02692,-0.00207,0.1422,-0.02538,0.2907,-0.01945,-0.02359,-0.2177,-0.2,18.96,0
2001,885.5,15077,1.29,0.34,0.02776,0.04354,-0.0072,-1.54695,0.01206,2e-05,0.24822,0.78401,0.37679,-0.01245,-0.01673,-0.00929,-0.00196,-0.02259,-0.00108,-0.01983,-0.01143,-0.02326,-0.00089,0.1326,-0.02078,0.29093,-0.02276,-0.01079,-0.02174,-0.06778,17.68,0
2002,887.1,14877,1.34,0.31,0.02799,0.01901,-0.00595,-1.5412,0.0152,1e-05,0.24835,0.85473,0.40547,-0.01312,-0.01638,-0.00832,-0.0011,-0.02453,-0.00121,-0.02125,-0.01233,-0.02502,-0.0004,0.14254,-0.01791,0.31446,-0.02488,-0.01193,-0.02317,-0.02034,19.00506,0
2003,889.0,13104,1.51,0.36,0.03045,0.00852,-0.00424,-1.53579,0.01211,2e-05,0.24847,0.87796,0.41896,-0.01447,-0.01724,-0.00907,-0.00108,-0.02614,-0.00157,-0.02309,-0.01316,-0.02644,-0.00032,0.14768,-0.01873,0.32544,-0.02329,-0.01418,-0.01436,-0.01619,19.69,0
2004,891.0,12690,1.57,0.36,0.03156,0.00315,-0.00559,-1.53089,0.00893,5e-05,0.24861,0.80961,0.39252,-0.0157,-0.01717,-0.00943,-0.00126,-0.02478,-0.00147,-0.02356,-0.0125,-0.0249,-0.00042,0.13834,-0.01631,0.30639,-0.02005,-0.01467,-0.04106,-0.03571,18.44571,0
2005,892.6,14521,1.35,0.34,0.03221,0.00101,-0.0048,-1.52612,0.01324,8e-05,0.24867,0.63093,0.31509,-0.02101,-0.014,-0.01165,-0.00235,-0.02051,-0.00158,-0.01808,-0.00945,-0.01984,-0.00087,0.11102,-0.01505,0.24219,-0.01641,-0.01124,0.0,-0.1,14.80333,0
2006,894.3,15170,1.29,0.33,0.03287,0.00408,-0.00316,-1.52452,0.01388,3e-05,0.24873,0.83723,0.40483,-0.01928,-0.01725,-0.01138,-0.00158,-0.02826,-0.00233,-0.02574,-0.01277,-0.02653,-0.00167,0.14434,-0.01831,0.31644,-0.02057,-0.01645,0.0,-0.05,19.245,0
2007,896.0,14618,1.39,0.29,0.03301,0.00081,-0.00473,-1.52152,0.01308,0.00011,0.24871,0.74967,0.36814,-0.01827,-0.01613,-0.01223,-0.00184,-0.02373,-0.00109,-0.02345,-0.01228,-0.02411,-0.00027,0.1307,-0.01746,0.28638,-0.01787,-0.01346,0.0,-0.06667,17.42667,0
2008,897.6,15007,1.3,0.34,0.03299,0.00058,-0.00654,-1.52907,0.01491,0.00017,0.24842,0.69227,0.33762,-0.01155,-0.01623,-0.00994,-0.00231,-0.02486,-0.0019,-0.02461,-0.01193,-0.02388,-0.00106,0.1239,-0.02064,0.27279,-0.0115,-0.01571,0.0,-0.1,16.52,0
2009,899.2,15337,1.3,0.3,0.03313,0.00033,-0.0044,-1.54468,0.0137,0.00017,0.24803,0.93552,0.44352,-0.00906,-0.01429,-0.00759,-0.00051,-0.02633,-0.00054,-0.02132,-0.01162,-0.0264,0.0,0.15,-0.00982,0.32454,-0.02364,-0.01245,-0.15739,0.0,20.0,0
2010,900.9,14688,1.32,0.35,0.0293,0.10905,-0.00694,-1.55613,0.01545,8e-05,0.2481,,,,,,,,,,,,,,,,,,,,,0
2011,902.4,15611,1.29,0.29,0.02811,0.04189,-0.00801,-1.54728,0.01447,2e-05,0.24823,0.86433,0.42855,-0.01511,-0.01662,-0.00926,-0.0009,-0.02827,-0.00162,-0.02428,-0.01241,-0.02676,-2e-05,0.15,-0.01728,0.3326,-0.02218,-0.01486,-0.04128,0.0,20.0,0
2012,904.2,13937,1.4,0.37,0.02902,0.01069,-0.00771,-1.54034,0.01357,5e-05,0.24844,0.85156,0.40773,-0.01472,-0.01656,-0.00926,-0.00129,-0.02559,-0.00146,-0.02204,-0.01233,-0.02529,-0.00057,0.14323,-0.01981,0.31575,-0.02449,-0.0121,-0.02623,-0.02621,19.09785,0
2013,905.9,14852,1.29,0.36,0.03033,0.00199,-0.00832,-1.52863,0.01341,8e-05,0.24865,0.84718,0.40496,-0.01328,-0.0161,-0.00884,-0.00112,-0.02502,-0.00138,-0.02185,-0.01215,-0.02523,-0.00037,0.1418,-0.01863,0.314,-0.02366,-0.01241,-0.01647,-0.01924,18.90602,0
2014,907.6,14109,1.39,0.35,0.03156,0.00163,-0.00569,-1.52238,0.01356,0.00011,0.24871,0.84455,0.40576,-0.01597,-0.01604,-0.01045,-0.00131,-0.02568,-0.00138,-0.02071,-0.01157,-0.02491,-0.00052,0.14252,-0.01706,0.31331,-0.02448,-0.01212,-0.04555,-0.03542,19.00271,0
2015,909.3,14235,1.36,0.36,0.03278,0.00124,-0.00375,-1.52211,0.01578,0.00011,0.24867,0.91539,0.42764,-0.01224,-0.01626,-0.00869,-0.00085,-0.02552,-0.00057,-0.0195,-0.01193,-0.02566,-0.00014,0.15,-0.01765,0.332,-0.02767,-0.00983,-0.0224,0.0,20.0,0
2016,911.0,15117,1.34,0.29,0.03297,0.00038,-0.00749,-1.52803,0.01218,0.00017,0.2484,0.45977,0.22871,-0.0061,-0.00986,-0.00681,-0.00182,-0.0154,-0.00117,-0.01268,-0.00741,-0.01477,-5e-05,0.08048,-0.00919,0.1737,-0.01382,-0.00818,-0.07793,-0.1,10.73,0
2017,912.6,15139,1.29,0.34,0.03327,0.00034,-0.00467,-1.54489,0.0135,0.00017,0.24791,0.89984,0.42258,-0.01545,-0.01681,-0.00849,-0.00068,-0.02714,-0.00149,-0.02797,-0.01321,-0.02802,-0.00019,0.15,-0.01919,0.33512,-0.01691,-0.0175,0.0,0.0,20.0,0
2018,914.2,15514,1.29,0.3,0.03326,0.00032,-0.00775,-1.57043,0.01468,0.00017,0.2474,0.90633,0.43263,-0.01204,-0.01629,-0.00806,-0.00078,-0.02739,-0.00101,-0.02196,-0.01259,-0.02613,-3e-05,0.15,-0.01254,0.32994,-0.02657,-0.01257,-0.0864,0.0,20.0,0
2019,915.9,14390,1.35,0.36,0.03326,0.00031,-0.00831,-1.59717,0.01526,0.00026,0.24675,0.92641,0.43244,-0.01094,-0.01505,-0.00931,-0.00047,-0.02604,-0.00094,-0.01883,-0.01158,-0.02513,0.0,0.15,-0.02391,0.33084,-0.02643,-0.009,0.0,0.0,20.0,0
2020,917.5,15115,1.33,0.29,0.03198,0.20007,-0.00637,-1.61764,0.01503,8e-05,0.24668,,,,,,,,,,,,,,,,,,,,,0
2021,919.1,15157,1.28,0.34,0.02673,0.07978,-0.01083,-1.60998,0.01643,3e-05,0.24687,,,,,,,,,,,,,,,,,,,,,0
2022,920.8,14751,1.3,0.36,0.02585,0.03357,-0.00849,-1.6014,0.01339,3e-05,0.24703,0.75455,0.36212,-0.01381,-0.01512,-0.00842,-0.00164,-0.02328,-0.00145,-0.02154,-0.01134,-0.02316,-0.00085,0.12823,-0.01636,0.28359,-0.02005,-0.01348,-0.0409,-0.05518,17.09729,0
2023,922.5,14444,1.36,0.34,0.02753,0.00459,-0.00795,-1.59306,0.01305,0.00011,0.24725,0.84861,0.40615,-0.01443,-0.01661,-0.00901,-0.00125,-0.02561,-0.00147,-0.02266,-0.01227,-0.02545,-0.00054,0.14295,-0.01858,0.31548,-0.02356,-0.01323,-0.02555,-0.02412,19.0606,0
2024,924.2,14667,1.3,0.38,0.02991,0.00261,-0.00634,-1.58352,0.01492,5e-05,0.2474,0.84298,0.40272,-0.01512,-0.01679,-0.00945,-0.00117,-0.02487,-0.00123,-0.02204,-0.01222,-0.02517,-0.00061,0.1419,-0.02094,0.31304,-0.02344,-0.01234,-0.03164,-0.02066,18.92017,0
2025,925.9,14282,1.39,0.33,0.03255,0.0029,-0.00584,-1.57667,0.01243,0.00011,0.24756,0.89586,0.42656,-0.0162,-0.01684,-0.00858,-0.00091,-0.02629,-0.00109,-0.02203,-0.0126,-0.02627,-0.00026,0.15,-0.01947,0.33075,-0.02688,-0.01296,-0.01569,0.0,20.0,0
2026,927.6,14263,1.38,0.34,0.03293,0.00105,-0.00668,-1.57043,0.01598,5e-05,0.24759,0.91073,0.43201,-0.0125,-0.01749,-0.00858,-0.00085,-0.02509,-0.00095,-0.01983,-0.01202,-0.02587,-0.00019,0.15,-0.01962,0.33237,-0.0302,-0.0093,-0.03044,0.0,20.0,0
2027,929.3,14591,1.36,0.33,0.03277,0.00066,-0.00686,-1.57381,0.0107,0.00011,0.24744,0.62465,0.30518,-0.02045,-0.01369,-0.01068,-0.00265,-0.02271,-0.0023,-0.01864,-0.01005,-0.02011,-0.00091,0.11025,-0.01262,0.23784,-0.01906,-0.01432,-0.06622,-0.13333,14.7,0
2028,931.0,14452,1.36,0.35,0.03322,0.00056,-0.00526,-1.58427,0.0144,0.00017,0.24725,0.90294,0.42156,-0.0135,-0.01676,-0.00705,-0.00086,-0.02765,-0.00168,-0.02618,-0.01451,-0.02746,0.0,0.15,-0.01808,0.33408,-0.02092,-0.01549,0.0,0.0,20.0,0
2029,932.6,15426,1.29,0.31,0.0332,0.0005,-0.00627,-1.60033,0.01536,0.00017,0.24689,0.90051,0.4259,-0.01499,-0.02025,-0.00979,-0.00137,-0.02339,-0.00057,-0.02265,-0.01316,-0.0261,-0.00055,0.15,-0.0269,0.33399,-0.02782,-0.00968,0.0,0.0,20.0,0
2030,934.3,13945,1.4,0.36,0.03328,0.00032,-0.00588,-1.61796,0.01359,0.00011,0.24657,0.89371,0.42882,-0.01228,-0.01563,-0.00875,-0.00076,-0.02632,-0.00113,-0.02385,-0.01252,-0.02761,0.0,0.15,-0.01104,0.33984,-0.02062,-0.01576,0.0,0.0,20.0,0
2031,936.0,15131,1.28,0.34,0.02822,0.09144,-0.00834,-1.62657,0.01445,5e-05,0.24659,0.65484,0.32325,-0.03979,-0.01973,-0.01286,-0.00201,-0.02567,-0.00295,-0.02661,-0.01449,-0.02322,-0.00292,0.1257,-0.01908,0.27135,-0.02027,-0.0209,-0.06143,-0.1,16.76,0
2032,937.6,14759,1.33,0.33,0.0289,0.03587,-0.00718,-1.61967,0.01289,3e-05,0.24674,0.8883,0.42547,-0.01339,-0.01699,-0.00904,-0.00099,-0.02554,-0.0011,-0.02407,-0.01339,-0.02659,-0.00041,0.14928,-0.01846,0.33271,-0.02464,-0.01391,-0.04819,-0.00952,19.90381,0
2033,939.3,15190,1.27,0.35,0.02861,0.00377,-0.00872,-1.61089,0.01299,5e-05,0.24694,0.81501,0.39091,-0.01419,-0.01623,-0.00896,-0.00138,-0.02384,-0.00128,-0.02087,-0.01161,-0.02418,-0.00056,0.13728,-0.01833,0.3034,-0.02409,-0.01161,-0.03409,-0.04181,18.30388,0
2034,940.9,15272,1.3,0.31,0.03054,0.00644,-0.00554,-1.6023,0.013,8e-05,0.24713,0.85883,0.4112,-0.0136,-0.01617,-0.00872,-0.00107,-0.02564,-0.00131,-0.02244,-0.0124,-0.02555,-0.00047,0.14421,-0.01781,0.31877,-0.02387,-0.01278,-0.03064,-0.01696,19.22794,0
